seed,episode,total_steps,reward,nominal_error_avg,residual_error_avg,dhat_norm_avg,uncertainty_avg,res_net_loss,rbf_loss,td_loss_avg,episode_length,expl_noise,buffer_uncert_avg,sampled_uncert_avg,rollout_uncert_avg
1,25,11548,-116.34304447192699,1.0561084058880805,0.8962649492919446,0.9409608409926296,0.8057719399034977,0.08613555529578165,0.10294889140535485,9.787655244797934,100,0.1,1.3734968900680542,1.780348259752447,4.708916812035113e-09
1,26,11645,-116.31816618796438,0.42356531517388124,0.5140237809763741,0.3556538468380411,0.443645802201684,0.08554409427775277,0.10164316336313883,7.9169319016470885,97,0.1,1.3685805797576904,1.7746027623282539,8.766078529731658e-09
1,27,11694,-108.36413563042879,1.2936109342441267,0.8612664238530763,1.2032404730514603,0.7807203294063101,0.08532150083118015,0.10036533150408003,5.502137274504639,49,0.1,1.360876202583313,1.7748195033603245,2.0913862641691594e-08
1,28,11877,-117.26992681249976,0.5550238260830106,0.6809417870038194,0.503459606767515,0.6249125051042421,0.08407947689294815,0.10051142553488414,8.34462388622471,183,0.1,1.3584452867507935,1.766971239513821,1.1358581630815934e-08
1,29,11918,-119.04428514838219,0.5317535989168214,0.7099337625067409,0.45019448544012336,0.6600838830558265,0.08319588672855625,0.09834124951258949,3.6364056430989877,41,0.1,1.3471430540084839,1.7547696668168773,2.059654669039901e-08
1,30,12008,-110.99516675871564,0.8307727454592371,0.7706924789481693,0.6373861045266191,0.6157519583900769,0.08242459796045137,0.09767866960686186,6.202135230062736,90,0.1,1.344779372215271,1.7551660936811695,4.01380155778952e-08
1,31,12153,-112.30025129299611,0.47918743642593,0.6207004799925048,0.3833762324961095,0.5231232158068952,0.08199483544930168,0.09654446487193523,8.023565465576082,145,0.1,1.339315414428711,1.7637255368025406,3.648046842386066e-08
1,32,12196,-120.50889214873314,0.5367281149293102,0.639449167736741,0.4479194870002048,0.5875671512858812,0.08137778421031668,0.09647269429678612,11.178303657379,43,0.1,1.3295772075653076,1.752123823064439,1.4671158510282112e-08
1,33,12236,-117.33971878886223,0.914797467365861,0.6853599157184362,0.8135502267628908,0.607688533142209,0.08069351271111914,0.09517592946265606,9.16963106469484,40,0.1,1.3269610404968262,1.7411519562944453,2.632916995537471e-08
1,34,12277,-116.7840818464756,1.8077865664551898,0.8946946190624703,1.7020162547506936,0.8388577198109975,0.07940162699273293,0.09373485518896833,13.178805469546933,41,0.1,1.3246097564697266,1.748586487262807,2.371049312444029e-08
1,35,12333,-111.3145551449852,1.666079812550119,1.020723159824099,1.4796826843438404,0.85117745878441,0.07975456679755069,0.09428097751546413,13.465889381263406,56,0.1,1.32298743724823,1.7450843714653177,1.679843641966272e-08
1,36,12375,-114.74962422251701,1.6514738791045689,0.8570726400329953,1.5283807984420232,0.7619151920080185,0.0792026998475194,0.0935178586592277,10.832533012295608,42,0.1,1.320845127105713,1.7428469732403755,2.490870798510514e-08
1,37,12414,-114.77890479564667,1.962586754407638,0.9442398280669482,1.8437340802107103,0.8839426766603421,0.07860038829967379,0.09306562974428137,15.816296212623516,39,0.1,1.3189482688903809,1.7443651671210925,4.598264524702245e-08
1,38,12529,-118.60646300204098,1.371532004715308,0.9103553133814232,1.2203897552969662,0.7908209161913913,0.07851325642938416,0.09306983044371009,12.94673667024313,115,0.1,1.3175816535949707,1.741306683421135,2.7486544595944906e-08
1,39,12614,-112.36442062444985,1.2726470852599425,0.9183131880619947,1.1636746483690599,0.8396491485483506,0.0786959974716107,0.09223986680929859,10.136124373995699,85,0.1,1.3127466440200806,1.7348349586129188,5.317328799492316e-08
1,40,13336,-154.5346561181359,0.5370300374597492,0.662345384606199,0.4278962871374516,0.5585557705518942,0.07813469791898922,0.09151151180267333,10.603164321137593,722,0.1,1.3095587491989136,1.7339535528299759,7.640993260338291e-08
1,41,14936,-94.66747755976394,0.17805436641993339,0.7825256868638099,0.1857838274782989,0.7475191288348287,0.0776916847206079,0.08936004589956541,9.170795985390578,1600,0.1,1.2689000368118286,1.70953256717095,5.133123792688821e-08
1,42,16536,-66.41326642083004,0.4423819401023097,0.6612528121098876,0.36050157678429967,0.5766379317408428,0.075401613141956,0.08465043856152173,8.274344776565995,1600,0.1,1.2130476236343384,1.6448500781223692,3.4983116847797646e-08
1,43,18136,-61.988290826790035,0.3065376690044883,0.5372910700179636,0.2808793991198763,0.4874108913820237,0.07409082846716046,0.0800329317804426,7.264136054127011,1600,0.1,1.1514697074890137,1.5999474566429854,3.1960926349938745e-08
1,44,19736,-63.834738927544095,1.2492215290579771,0.945423890594393,1.066609294678783,0.7579833100177348,0.07174507045320103,0.07459249495395592,5.845898176455812,1600,0.1,1.0928847789764404,1.5615043984140669,1.9663694672544807e-08
1,45,20009,-139.7728903181851,1.3438977361980813,1.0085884225674164,1.2510230345958537,0.9345409956388858,0.07263843789696693,0.07561550513877498,6.183817145017976,273,0.1,1.0657342672348022,1.5201748566194013,4.25339585774509e-08
1,46,20095,-117.82216015597805,1.1952654254990955,0.8880960244772046,1.0862274306371462,0.8062538698662159,0.07245032367989039,0.07595801017223261,6.481053965096362,86,0.1,1.0639442205429077,1.5142276470477765,3.3256192466524226e-08
1,47,20211,-102.07122229039669,1.6825454084780709,0.9237533672873316,1.5568974311624109,0.8373182756376678,0.07215375661467895,0.07421381903382449,6.491888011682948,116,0.1,1.0628414154052734,1.5141841607216078,4.192691349658162e-08
1,48,20280,-103.52551580313593,1.871541403234005,0.9189987031445987,1.7663009069536044,0.8312040997156198,0.07111227200008356,0.07325174500926947,6.75991168077259,69,0.1,1.0615471601486206,1.505696112681658,3.555577521296982e-08
1,49,20420,-101.677230136469,1.4254934307187797,0.8406488295112338,1.3269430483026163,0.747371304673808,0.07011955947249751,0.07272211922497689,5.610836233308405,140,0.1,1.0607633590698242,1.5111078241203404,3.37681846929172e-08
1,50,20713,-111.18654144695029,1.3519964110576659,0.8718668253958836,1.188384905155532,0.7263493088325136,0.06967539100707332,0.07142356762403174,5.322296686009665,293,0.1,1.0586148500442505,1.5064857923531834,2.314344804688062e-08
1,51,20759,-103.66938998596743,1.4812725348317104,0.8258986745191657,1.3820334647012793,0.7269720587393512,0.06873428182676435,0.07068506823852658,6.9979979592841115,46,0.1,1.0539146661758423,1.501877358853817,2.5510974666076436e-08
1,52,20825,-101.60752724856138,1.428042314495101,0.8366070483444314,1.2913960229718324,0.6976532420764366,0.06750095168381562,0.06917700653458819,6.992634115647524,66,0.1,1.0531901121139526,1.4992834644553101,2.426192935445215e-08
1,53,20877,-104.63394916243851,1.5267413393236124,0.8420595718690982,1.4001973835894694,0.7091283763830478,0.06680824385932935,0.06865043882970456,6.726688718562945,52,0.1,1.0520633459091187,1.4994333417327315,1.9175471877019845e-08
1,54,20928,-103.19160654395819,1.7635127522197425,0.8348872854429132,1.6201624671618144,0.6783402749136382,0.0660865203189997,0.06876368627504066,9.05430161080323,51,0.1,1.0512092113494873,1.4954345594217748,1.7654452122428665e-08
1,55,21000,-115.17611813545227,0.795731111533112,0.9871110655367374,0.7020626578790446,0.9272246095869277,0.06472815567696535,0.06755601696578073,8.173639448120126,72,0.1,1.0503004789352417,1.4908802762443636,3.6299777406156863e-08
1,56,21052,-103.01091985404491,1.4731599734379694,0.7807477443264081,1.3848405170899172,0.6851406346719998,0.06453936593379916,0.06845526556234534,5.042913357373327,52,0.1,1.049878478050232,1.4912810276194317,2.411339217189834e-08
1,57,21106,-101.4750957088545,1.726626477031796,0.7450518823332257,1.6125398065756869,0.6232503280043602,0.06397537519110412,0.06694891811689226,8.558108198912814,54,0.1,1.0489777326583862,1.4921696252939178,6.856823375755994e-08
1,58,21162,-102.44282590318471,1.4087658229150943,0.8429451765758651,1.295910063332745,0.7235637009143829,0.06375868377707354,0.06656667672824569,7.507366857659072,56,0.1,1.0478883981704712,1.4912439602177316,6.866332569188671e-08
1,59,21214,-102.66610684618354,1.8175005107544935,0.8484670410935695,1.7191838977428584,0.7544868662953377,0.06285350049232565,0.06572368970004523,11.739116757614537,52,0.1,1.0470302104949951,1.487200536379,4.296988720398076e-08
1,60,21275,-102.40814512316138,0.8364430836966781,0.6493949240348378,0.7633083755242043,0.5909675032388969,0.06282135437174541,0.06536930746785025,6.29983875505471,61,0.1,1.0463130474090576,1.4886131225562678,8.453138633512935e-08
1,61,21329,-103.53550918563269,1.039748706475452,0.7731959477618888,0.9365602343998574,0.6852530837059021,0.0624980419066297,0.06481380319020834,6.082411700021476,54,0.1,1.045007586479187,1.486671586209033,3.912172985565121e-08
1,62,21387,-102.53053364343941,1.1501294274268479,0.8045619646536892,1.0107941365447537,0.6897935276401455,0.06211993989635663,0.06434704187404679,8.911954272259027,58,0.1,1.0440967082977295,1.486668249785182,1.0776238212883982e-07
1,63,21441,-105.47926844074391,0.9736387017700407,0.7193636957693983,0.8607684999566387,0.6036768853664398,0.06171719924692648,0.0643837155258081,6.0818422290403396,54,0.1,1.0431358814239502,1.4870154082056988,5.619681431312529e-08
1,64,21509,-96.98271643882617,1.613699588486377,0.7119840468992206,1.4790662428473724,0.5779235501061467,0.06131985027746982,0.06336504976792508,9.259897019752922,68,0.1,1.0420290231704712,1.4843074634850744,8.408886031929796e-08
1,65,21576,-99.97063888702542,0.9952350512369356,0.694926976712782,0.8946573860498507,0.5964200692390328,0.06118724249480736,0.06387093182475793,9.079942605062389,67,0.1,1.0405617952346802,1.4826459001927148,8.008933605196944e-08
1,66,21642,-104.56865554302931,0.875480648807504,0.7065722994280584,0.7638029750775207,0.5965746912089261,0.060467995348430816,0.06283856672900064,9.665122418260824,66,0.1,1.0391826629638672,1.483935550848643,4.3290079076996335e-08
1,67,21714,-103.16134916013107,0.9753193595550127,0.7443833570513461,0.8602239251033299,0.627800321413411,0.06059890863086496,0.06259319083321663,7.5124126196040635,72,0.1,1.0378327369689941,1.4766838292280833,3.572589690747918e-08
1,68,22085,-101.02539961901493,0.8199349331827659,0.8034445655474445,0.7126873751795999,0.7064776851963804,0.059986657693627335,0.062080625506738825,9.96554215397132,371,0.1,1.036473274230957,1.478509870881126,6.250392914353142e-08
1,69,22138,-104.5132229141891,0.6931267521291409,0.633000041797476,0.5543301040833851,0.5047348017962474,0.060253324862136394,0.06220096193773802,5.153929222822189,53,0.1,1.030929684638977,1.4745664493982182,3.011384563933461e-08
1,70,22189,-105.41398055292666,0.8901589534738484,0.7318620129543192,0.7686991152517936,0.6295278162932864,0.05973686050017213,0.06156146809632002,7.660427173068747,51,0.1,1.0296698808670044,1.4772483878357465,3.178735141773359e-08
1,71,22268,-100.7986906496808,0.9889756451490559,0.7119584856908533,0.8303026239847457,0.5414167836874346,0.059658540880610775,0.06198790505701719,9.285392208916269,79,0.1,1.0287503004074097,1.4713868856430055,7.877002872191952e-08
1,72,22331,-104.0353578152135,0.9560705965000486,0.788101391896369,0.7993715629572906,0.6385568626343258,0.059122223467674366,0.06126613931427168,7.578242166154086,63,0.1,1.0270212888717651,1.4660296512204547,1.930782289605304e-08
1,73,22401,-101.38520227838308,0.8520460477897099,0.6806475164634841,0.6892313240362066,0.514074234025819,0.05935695841052066,0.06052140912961686,5.3386914833781445,70,0.1,1.0259255170822144,1.4634807685325886,1.7352918746382784e-07
1,74,22452,-105.01659691333771,0.9446491994986347,0.7064512418765648,0.7798538214581854,0.5344893421028175,0.05902701115299915,0.06118371195491703,8.983762632645666,51,0.1,1.024325966835022,1.4691448740575506,6.36572679013625e-08
1,75,22531,-102.48739902116358,0.952638973823831,0.7495953063421612,0.8435841182459004,0.6626408920635151,0.05880500484985867,0.059864389879265054,5.6623878619434045,79,0.1,1.023213267326355,1.4617026509909794,4.873950487649381e-08
1,76,22606,-102.98234813380986,0.8654395587245624,0.6499111093084018,0.7421190005044143,0.5346897924939792,0.05880742955275557,0.05998039823872122,8.668132843090488,75,0.1,1.021949052810669,1.4627218083901838,1.1997772553229424e-08
1,77,22743,-104.70296762359794,0.8199638906240898,0.6759771684007924,0.6812096271310409,0.5371270643098511,0.058414138370955535,0.059843229104510766,9.881635736491388,137,0.1,1.0203324556350708,1.4623748329552737,1.966311913292884e-08
1,78,22808,-105.37439514044672,0.8046858445956157,0.6577727420971944,0.6408430298360495,0.508403417124198,0.05791255474429239,0.05934953494844111,9.166080758332585,65,0.1,1.0174216032028198,1.456353118202903,1.5243514894791588e-08
1,79,22931,-115.61200944567099,1.0676626458885223,0.8924134591730629,0.8643481435511655,0.7243793277236504,0.05791840075274532,0.05953575638907679,7.9200333797760925,123,0.1,1.0159711837768555,1.4600665346960005,5.389428281432629e-08
1,80,23013,-106.51142051676288,0.7289121487155193,0.6772934341939484,0.5862415629189189,0.5485146350976897,0.057929651757304586,0.059013903785622525,10.608530977799091,82,0.1,1.0144070386886597,1.457340694009588,2.812483934633292e-08
1,81,23092,-108.28667306341231,0.6530307304066948,0.6389572037548958,0.5458855917323616,0.5514366191022003,0.05769352624925335,0.058727356356181454,11.77582519678399,79,0.1,1.0127469301223755,1.4552992793951143,2.4801714459954383e-08
1,82,23240,-103.08826502761804,0.7632881614404756,0.7710519019212272,0.592502519186284,0.6268200911581516,0.05745721770657433,0.05877377551462915,10.813325654336118,148,0.1,1.0111685991287231,1.4538702585962084,1.299088747686028e-08
1,83,23294,-108.44140662625432,0.763662858693688,0.7388226588567098,0.6616450123212956,0.6631639463206133,0.05758841644558642,0.058429645192292004,10.558917735107244,54,0.1,1.008721113204956,1.4490507994757758,1.4240233880968844e-08
1,84,23355,-109.54377801995724,0.9765606246522216,0.8529329852002566,0.7981398668689806,0.6908139227355112,0.05741572136680285,0.058185580198963485,12.66098979023906,61,0.1,1.0079200267791748,1.4506001975801257,2.1136788319608968e-08
1,85,23594,-116.99339011847042,0.7111929584271177,0.7180096071883725,0.6144473114709476,0.6357783544886562,0.05740749176878195,0.05856252374066101,9.23830267158337,239,0.1,1.007091760635376,1.4492858918158562,1.2924709302808424e-08
1,86,23645,-104.71523361187428,0.7803458456023067,0.6862532566575443,0.6361753516191361,0.5450896062687332,0.057026454045072845,0.058468328983239504,9.21498279536143,51,0.1,1.0033304691314697,1.4417556710865187,3.1510758446984255e-08
1,87,23737,-100.52446155739017,0.940621897092332,0.7297775227090587,0.768352970926334,0.594170704645955,0.056936488818863165,0.05754986398084008,10.313516238693976,92,0.1,1.0023421049118042,1.4438784231310304,2.6597961166885398e-08
1,88,23850,-117.43436003103852,0.8203947246404348,0.6937406445499015,0.7015728569399994,0.5896324713145737,0.05652177307106879,0.05767666985807211,10.08136259590445,113,0.1,1.0007600784301758,1.4420759636422862,2.9375039289902816e-08
1,89,24258,-130.44659722782671,0.611056259018369,0.6879015669372737,0.4952965417064215,0.5965719276162631,0.057042660572195564,0.05766399525987205,10.0446092191129,408,0.1,0.9988122582435608,1.4404235332242905,1.1254036991203975e-07
1,90,24392,-129.13804063107818,1.1279384885539314,0.7688092417014178,0.9518527504501503,0.5904867761393091,0.05638661243497057,0.057428097827954494,9.47945333181952,134,0.1,0.9920467734336853,1.4352303981781005,8.166766463091335e-08
1,91,24572,-132.36848149751313,0.873148267219464,0.7012363860176669,0.728176729588045,0.5793136227048106,0.0564490307867527,0.056839441241402375,11.048512050499104,180,0.1,0.9898408055305481,1.4301565747512015,9.115511545587651e-08
1,92,25288,-163.03506314568222,0.7227125592768295,0.7303135487037664,0.6173436084564504,0.6327955887741383,0.05651902269375952,0.05750865886085912,9.101679147479556,716,0.1,0.9868335127830505,1.4276917826501947,1.0155429208680289e-07
1,93,25395,-120.2497492749244,1.15470717137105,0.7979474663734436,1.011634081358386,0.6498287668294995,0.05695796183937667,0.05841497943109396,9.038731920430436,107,0.1,0.9768093228340149,1.417687770298549,1.319518929676633e-07
1,94,25449,-103.88839492574334,0.8154221533073319,0.7033738653968882,0.705546780799826,0.5981871165611126,0.05702123371790154,0.05758261457838194,9.553588805850595,54,0.1,0.9754316210746765,1.4152313742974791,8.460751388383869e-08
1,95,25795,-124.6000670157373,0.9192279734134989,0.7530769899573629,0.7902393820560994,0.6234895384552851,0.056618867295257974,0.05750769351919492,9.66326775034369,346,0.1,0.9746310710906982,1.4122946206969444,4.561140798386987e-08
1,96,26261,-138.8472591398022,0.34594010773019346,0.5025114951087681,0.32731737260398946,0.46060108089651675,0.05647707498818636,0.05685152516514063,7.444372734810104,466,0.1,0.9699211716651917,1.41205810213089,1.6298214688958979e-07
1,97,27861,-91.25398972956464,0.13530900198893225,0.5055492596048862,0.12988966440490912,0.47100490727461874,0.056293169489386036,0.055856747640406386,7.556949337882106,1600,0.1,0.9608832597732544,1.3999093015988668,1.4814463611401152e-07
1,98,27936,-115.05808000545949,1.5443860689798992,0.763827338218689,1.4572602549691995,0.6979009117682775,0.05514196250587702,0.05410977597175925,5.834796708329979,75,0.1,0.9327506422996521,1.377484213202088,2.7343876496388475e-08
1,99,27995,-117.0447598900646,0.924926659565861,0.7272656898377305,0.8298659229303821,0.6407094350305654,0.05487005338072777,0.05332898627453988,8.168041502274573,59,0.1,0.9321200847625732,1.375349135573851,2.8602659796206353e-08
1,100,28051,-107.49872511811554,1.314536525202649,0.7868836841412953,1.1582017689943314,0.6125707706170422,0.05427651702674157,0.05354463116975006,9.961541221141815,56,0.1,0.9315059185028076,1.370990500100162,5.321575002881218e-08
1,101,28136,-109.45496311224997,1.76278627015212,0.8658055654343437,1.6077612191876944,0.660753925495288,0.05452208171743866,0.054077091054358616,8.633778224373236,85,0.1,0.9308692216873169,1.373788024307391,2.850942770749043e-08
1,102,28234,-109.00020182924345,1.905185920091308,0.8516032098203289,1.7604376645568682,0.6490326371728158,0.05441455644205076,0.052640118067144255,7.8116127350885005,98,0.1,0.9300533533096313,1.372251896245764,3.652710844903595e-08
1,103,28290,-113.33551387209445,0.9421048469043204,0.6405275450753314,0.8560612846964172,0.5653314585132259,0.05396773903884671,0.05245976540175351,6.486868266351521,56,0.1,0.9290778636932373,1.3713722900910812,4.897921357382984e-08
1,104,28355,-107.5991254830733,2.25644377882664,0.8139326230837749,2.161085880261201,0.6975408024512805,0.05374285367402164,0.05256548425013369,6.462602866704886,65,0.1,0.9283577799797058,1.370418976653706,3.810272275472926e-08
1,105,28414,-113.40737489797175,1.6887716393349534,0.683965680457778,1.6080800931332475,0.6025682094238572,0.053642966266382826,0.05248399700630795,6.45690881524235,59,0.1,0.9278286695480347,1.3677187815579501,2.4691200195547935e-08
1,106,28460,-106.87365911155939,0.5525773877035016,0.6117302976224733,0.4872805401277931,0.5682382007008013,0.05358612282709642,0.05194537461481311,5.683603892475366,46,0.1,0.9271532893180847,1.3701458451964639,3.168282347587592e-08
1,107,28508,-108.14075927808881,1.1522425239284833,0.7723462867240111,1.0177895355348785,0.6570864512274662,0.05317600067402865,0.051723836120721456,6.561496232822537,48,0.1,0.9265730977058411,1.3649291311298404,5.728696095275154e-08
1,108,28562,-107.14572556875646,1.774464481682689,0.8589280043487195,1.6230640989486818,0.6664633935800305,0.053047836477960554,0.05202115958069896,10.486937223859131,54,0.1,0.926119327545166,1.367424252226546,7.17273636041682e-08
1,109,28632,-110.07113698497415,1.397682399302721,0.6795986973813601,1.3287858732044697,0.6233972811273166,0.05272153385050662,0.051809560467262525,5.925489458494953,70,0.1,0.9256284832954407,1.3661247893496677,5.8392931379103175e-08
1,110,28689,-107.35923709906638,1.5340638926677537,0.7301929399632571,1.4552340280068548,0.6316085520543551,0.05274214190137279,0.05134186509761724,10.623080937005579,57,0.1,0.9248895645141602,1.3628265791111165,5.485629017698557e-08
1,111,28738,-105.74402696313336,1.5415438626493727,0.8037139809861475,1.36576212243158,0.5842860912790104,0.052503818572897994,0.05169468663765916,4.925519000552595,49,0.1,0.9243068099021912,1.361404080901827,2.091467621312404e-08
1,112,28813,-103.40948287956417,1.441675479412079,0.7966794737180074,1.3419585756460826,0.6768070934216182,0.05240906998515129,0.05172350206412375,9.17868603106056,75,0.1,0.9237271547317505,1.3661613023706844,1.845188535298803e-08
1,113,28889,-105.76762530207634,1.385908949630041,0.7833900910459066,1.2509740942010754,0.6597055343813018,0.05205423890479973,0.05150604170214917,5.822116341641439,76,0.1,0.9230843782424927,1.360753261404378,4.451401025562518e-08
1,114,28964,-99.43554423190653,0.911427111774683,0.6881218550602595,0.8114359738429388,0.5935003318389257,0.051885433601481575,0.05066912901321692,7.487813773458558,75,0.1,0.9223914742469788,1.3610740201813833,6.006390407264917e-08
1,115,28996,-105.83254818990827,0.7513785688206553,0.6695034988224506,0.6543398079229519,0.5934643629007041,0.05135540866614443,0.050401832453445,5.4059916764497755,32,0.1,0.9215399026870728,1.3599498238183756,1.9883026780576074e-08
1,116,29051,-102.70211466681212,1.316793883930553,0.8651285604997114,1.1211474378000605,0.6556907664645802,0.05139221006394488,0.04972050057443897,5.967689134385437,55,0.1,0.921177864074707,1.358853104895195,2.753083983009219e-08
1,117,29103,-100.56810779310763,1.1515355272075305,0.8611536977382807,1.0049727997527673,0.7055311288971168,0.05128556323789917,0.05006072391978408,4.105449332166463,52,0.1,0.9206752181053162,1.3587210309188977,2.9653476119051447e-08
1,118,29156,-104.04734257422388,0.942872377147652,0.7948660732440229,0.7691830145019405,0.6504748542353792,0.05106832367920243,0.04966940988613441,5.780249701905996,53,0.1,0.9202907681465149,1.3555065454634945,9.075875340158746e-08
1,119,29237,-100.78674792125821,1.2101535350084305,0.617000334424737,1.1352406793998346,0.5380539093856458,0.050889240462431866,0.05040280369926343,7.3051296413876114,81,0.1,0.9198002815246582,1.3570794308080083,6.610904534909423e-08
1,120,29282,-103.33937304699793,0.8920980448524157,0.7389278431733449,0.737740939276086,0.609779499636756,0.050839705327362344,0.04919334793169247,7.368241835059598,45,0.1,0.9187426567077637,1.3568659500071878,1.1038536484875294e-07
1,121,29348,-115.07468406297266,1.1770905978751904,0.8806726690946203,1.0486698208207434,0.7768105970639171,0.0501680805037419,0.04930411796167231,10.872561138123274,66,0.1,0.9182678461074829,1.3516407098686487,1.6133341773638676e-07
1,122,29438,-102.86625599814579,0.8012961969607406,0.7469943897591697,0.6811069700866937,0.6356938140259849,0.05020715755067374,0.048957879671402145,8.660488004816903,90,0.1,0.9179497361183167,1.3503526549590261,7.364120335751068e-08
1,123,29472,-104.84937920793891,1.0964560732245445,0.7171536324655309,0.9844967754667296,0.5868962280013982,0.04995787043712641,0.04907787530437896,4.27637375878791,34,0.1,0.9170868396759033,1.3526904405209057,7.880555585870752e-08
1,124,29506,-106.11926667531952,0.835815047735677,0.674446372424855,0.7390941756174845,0.567398307078025,0.0498891191314096,0.04842737644910813,10.491454174245398,34,0.1,0.9167059659957886,1.352029268430627,5.480177733829805e-08
1,125,29538,-105.49387067742646,0.8368730649817735,0.7352489735931158,0.7241411373252049,0.6291764946654439,0.04957448217531909,0.04849392777551775,8.106099691552421,32,0.1,0.9163033962249756,1.3525507790109386,3.717833152450112e-08
1,126,29617,-104.26712144957855,1.3874600518353377,0.702585139983817,1.2677280596822877,0.5685678627106208,0.04971007103505342,0.04811992918667586,6.873696929269603,79,0.1,0.9159923791885376,1.3489841513011767,7.097506227182748e-08
