seed,episode,total_steps,reward,nominal_error_avg,residual_error_avg,dhat_norm_avg,uncertainty_avg,res_net_loss,rbf_loss,td_loss_avg,episode_length,expl_noise,buffer_uncert_avg,sampled_uncert_avg,rollout_uncert_avg,rollout_pass_rate,rollout_avg_horizon,rbf_calib_ratio,rbf_calib_corr
4,1,209,-111.14254561509006,1.4541448585368228,1.475047981910158,1.1744563209882193,1.3292865536429666,nan,nan,nan,209,0.1,nan,nan,nan,nan,nan,nan,nan
4,2,279,-112.2038485390367,1.7861296858106341,1.7969899760825294,1.501410179053034,1.6804482206702231,nan,nan,nan,70,0.1,nan,nan,nan,nan,nan,nan,nan
4,3,330,-101.02459042426199,1.7431342797536475,1.7511158573861216,1.482433191409298,1.6539846191219254,nan,nan,nan,51,0.1,nan,nan,nan,nan,nan,nan,nan
4,4,1930,-89.20731244771741,1.6710134793713223,1.6910393035504967,1.3447071496793068,1.5173117654211818,nan,nan,nan,1600,0.1,nan,nan,nan,nan,nan,nan,nan
4,5,3530,-85.37231288990006,1.66392756880261,1.685483140591532,1.343735781435389,1.518161648605019,nan,nan,nan,1600,0.1,nan,nan,nan,nan,nan,nan,nan
4,6,3618,-98.56618807534687,1.6923857790163972,1.7146884287622841,1.4247552441771736,1.6089884953742677,nan,nan,nan,88,0.1,nan,nan,nan,nan,nan,nan,nan
4,7,5218,-95.67865250317845,1.6473076813167427,1.6676994888950138,1.330514384849812,1.502184386118315,nan,nan,nan,1600,0.1,nan,nan,nan,nan,nan,nan,nan
4,8,5270,-108.26395324245095,1.8759221941805804,1.8892027621085827,1.6149976181869323,1.8108349998409932,nan,nan,nan,52,0.1,nan,nan,nan,nan,nan,nan,nan
4,9,6870,-89.168788846815,1.6155239802328287,1.637021310739219,1.2921301255607978,1.4630149833019823,nan,nan,nan,1600,0.1,nan,nan,nan,nan,nan,nan,nan
4,10,6926,-106.75235537625849,1.8732869074280774,1.8887818897409099,1.599737560376525,1.7940163748072726,nan,nan,nan,56,0.1,nan,nan,nan,nan,nan,nan,nan
4,11,8526,-81.9494297571946,1.632241387583199,1.6525608940515668,1.3083914746536174,1.4781768066249787,nan,nan,nan,1600,0.1,nan,nan,nan,nan,nan,nan,nan
4,12,10126,-90.26386390137486,1.5675446279618064,1.594189623882994,1.2522805369400885,1.4219148277118803,nan,nan,5.398597333182653,1600,0.1,nan,nan,nan,nan,nan,nan,nan
4,13,10274,-118.62305445969105,0.25794173466007075,0.9643160108778928,0.17317674749505682,0.8934047467805244,0.36725311753077383,0.21168173009004349,4.724792162866132,148,0.1,1.4869887828826904,1.8635132777385222,1.0838301705007325e-06,1.0,9.982421875,3.7892164073127788e-06,-0.022362488368837488
4,14,11213,-199.28255766443908,0.1396294849913367,0.8816531288801545,0.15721412541799018,0.856240208902425,0.13270254202187062,0.1292666146159172,5.409138637872523,939,0.1,1.4784380197525024,1.8617873853445053,1.800243842886573e-10,1.0,9.947265625,7.03206887919805e-06,-0.01465098473192742
4,15,11295,-117.06291279941797,0.42476710731095474,0.9209982291227434,0.33471661333630726,0.8351577004281486,0.10320636799862218,0.1197593001432197,5.651552321191412,82,0.1,1.4263339042663574,1.8126959972603376,6.062253987693111e-08,1.0,9.9736328125,2.412921503491816e-06,0.019949057679927346
4,16,11366,-115.45121532212943,0.5773088915772001,0.7907272799753807,0.45388493665926893,0.6766741884426332,0.09940876324068416,0.11542282148518346,5.386384752402748,71,0.1,1.4220420122146606,1.8048304178498007,7.800714030281597e-08,1.0,9.954296875,5.697335836885031e-06,-0.015165032104928377
4,17,11447,-114.89320693537593,0.473956152451811,0.6850987816298449,0.3846590163439144,0.6151895449485307,0.09653350609270009,0.11208150315691125,7.537688836365123,81,0.1,1.4173858165740967,1.800608565048738,4.548833842932254e-08,1.0,9.9701171875,4.597568931785645e-06,-0.01906972217179097
4,18,11498,-123.7938296943903,0.7182436594191719,0.8494071522179771,0.6268056578495923,0.7802097651303983,0.0940816477957097,0.11104070429097522,3.78184197826311,51,0.1,1.4117095470428467,1.7956930588592181,9.188473093502125e-09,1.0,9.9490234375,3.995894985564519e-06,-0.021067812461106887
4,19,12519,-199.55283082090318,0.30570279709323206,0.7225952517390835,0.250806661634674,0.6624802278608346,0.09173120758072896,0.10775852443819696,7.809969888049333,1021,0.1,1.4089083671569824,1.7960670872168107,3.301064754879235e-09,1.0,9.947265625,3.590638016248704e-06,-0.021668400037322684
4,20,12661,-113.17113147117198,0.36195666211801514,0.5539708437634187,0.31246545885912547,0.5199318747495262,0.08884955492491524,0.10048748180270195,5.796963838609268,142,0.1,1.3480327129364014,1.7553165306647618,1.332905270601259e-07,1.0,9.947265625,1.7715431113174418e-06,0.0012592795225350294
4,21,12791,-115.43391278013587,0.40106914203900557,0.753840351333985,0.30877037552686837,0.6881489457992407,0.08636362583053356,0.09849614209058333,6.3695592112803405,130,0.1,1.3387451171875,1.7502014636993408,1.70369986562946e-07,1.0,9.923828125,4.468714450922562e-06,0.015272582860150458
4,22,12924,-112.84072599001229,0.2547127579310839,0.4983773465107258,0.2091918462831387,0.4541139494543685,0.08602361003963314,0.09679589411433862,7.735716875162549,133,0.1,1.3321329355239868,1.7528947178198366,5.49588662579481e-07,1.0,9.9068359375,3.449804808042245e-06,0.010403515432756676
4,23,12984,-119.87008033692837,0.6954526194681724,0.9034251943230629,0.6022243378063042,0.8328055190543334,0.08427789637446403,0.09512504199147225,10.547083982390662,60,0.1,1.3230971097946167,1.7416693549156188,4.5058226305627613e-07,1.0,9.8787109375,1.836617798289808e-06,0.0011929765624837838
