seed,episode,total_steps,reward,nominal_error_avg,residual_error_avg,dhat_norm_avg,uncertainty_avg,res_net_loss,rbf_loss,td_loss_avg,episode_length,expl_noise,buffer_uncert_avg,sampled_uncert_avg,rollout_uncert_avg,rollout_pass_rate,rollout_avg_horizon,rbf_calib_ratio,rbf_calib_corr
6,1,73,-118.92447021300904,1.7892785709198207,1.8137017512974674,1.4953055765530834,1.6888656122227237,nan,nan,nan,73,0.1,nan,nan,nan,nan,nan,nan,nan
6,2,128,-105.23811915609986,1.616394333405928,1.6395457446575166,1.3509222241965206,1.5266567988829178,nan,nan,nan,55,0.1,nan,nan,nan,nan,nan,nan,nan
6,3,200,-103.47803366556764,1.6660892485330503,1.690898077769412,1.349747838659419,1.5293593092097177,nan,nan,nan,72,0.1,nan,nan,nan,nan,nan,nan,nan
6,4,1800,-77.66760779777542,1.6094879156071693,1.6374074052274228,1.27947556639323,1.4560995713341982,nan,nan,nan,1600,0.1,nan,nan,nan,nan,nan,nan,nan
6,5,1858,-103.08933983161114,1.7222558958777066,1.7442803285245239,1.4485660904440387,1.6338662494873177,nan,nan,nan,58,0.1,nan,nan,nan,nan,nan,nan,nan
6,6,1932,-98.34317493159324,1.6143124562663,1.6442127614407926,1.3688749213879172,1.555976595830273,nan,nan,nan,74,0.1,nan,nan,nan,nan,nan,nan,nan
6,7,3532,-85.63867333927192,1.5772889197798212,1.6065395480394364,1.2581041625753278,1.4334182237274944,nan,nan,nan,1600,0.1,nan,nan,nan,nan,nan,nan,nan
6,8,3648,-97.00472857384011,1.7769235309598774,1.7984581553730472,1.4810696275069797,1.667478936242646,nan,nan,nan,116,0.1,nan,nan,nan,nan,nan,nan,nan
6,9,3746,-102.53347831359133,1.5646874912235202,1.5842870017703699,1.280106257419197,1.4444079444724687,nan,nan,nan,98,0.1,nan,nan,nan,nan,nan,nan,nan
6,10,3829,-99.15755715966225,1.5260767247303422,1.5521135204527752,1.2608011787734836,1.4321285769881973,nan,nan,nan,83,0.1,nan,nan,nan,nan,nan,nan,nan
6,11,3922,-100.43063077237457,1.4098785372190579,1.4446141924909366,1.1580107970744051,1.3246968837194546,nan,nan,nan,93,0.1,nan,nan,nan,nan,nan,nan,nan
6,12,5522,-78.73436964559369,1.6292951338744024,1.6514285174105316,1.3009341744857374,1.4729918201547116,nan,nan,nan,1600,0.1,nan,nan,nan,nan,nan,nan,nan
6,13,5605,-101.79737813398242,1.6325606378805206,1.6636192525725766,1.3477044544261263,1.5329646710530822,nan,nan,nan,83,0.1,nan,nan,nan,nan,nan,nan,nan
6,14,5646,-109.52098071482033,1.7254608520647374,1.7510459655668678,1.4299324038552075,1.6172595140410633,nan,nan,nan,41,0.1,nan,nan,nan,nan,nan,nan,nan
6,15,5710,-99.68292979430407,1.7742709184531122,1.7965389951132238,1.4616396350902505,1.6537928115576506,nan,nan,nan,64,0.1,nan,nan,nan,nan,nan,nan,nan
6,16,5809,-104.1990585133899,1.61628528014578,1.6439567900667287,1.3661609111410198,1.5487009109270693,nan,nan,nan,99,0.1,nan,nan,nan,nan,nan,nan,nan
6,17,7409,-98.3775290120393,1.614257630428765,1.6370889844466001,1.295072330001276,1.4665026708412916,nan,nan,nan,1600,0.1,nan,nan,nan,nan,nan,nan,nan
6,18,7494,-116.5028281584382,1.748778695569319,1.7639452580143424,1.4542749581968084,1.6325720646802118,nan,nan,nan,85,0.1,nan,nan,nan,nan,nan,nan,nan
6,19,7576,-104.18991582468152,1.581186042871417,1.6101415787891644,1.2801758570642006,1.4556277754103266,nan,nan,nan,82,0.1,nan,nan,nan,nan,nan,nan,nan
6,20,9176,-78.27547092176974,1.590042260857299,1.619422036325559,1.2674708255694713,1.443068335140124,nan,nan,nan,1600,0.1,nan,nan,nan,nan,nan,nan,nan
6,21,9251,-118.09749892912805,1.419035093386968,1.450027783314387,1.1422037653128305,1.305805396636327,nan,nan,nan,75,0.1,nan,nan,nan,nan,nan,nan,nan
6,22,9323,-98.45530747622252,1.4345692651760247,1.4638736202485032,1.1752119732296302,1.3387362760388188,nan,nan,nan,72,0.1,nan,nan,nan,nan,nan,nan,nan
6,23,10679,-196.2295196892228,0.8432088982818201,0.9648775122180625,0.6674038331109514,0.8595942812133855,nan,nan,15.470276830048876,1356,0.1,nan,nan,nan,nan,nan,nan,nan
6,24,10811,-115.59996165148914,0.2571989350271355,0.7959272418961381,0.12054102156649936,0.6855842121171228,0.350288019892646,0.6427663672261121,42.744031535733775,132,0.1,1.3868731260299683,1.8094048366314028,2.607210159301758,0.0,1.0,1.8856409788131714,0.19452276452962283
6,25,10891,-112.33485777303576,0.3293063762655947,0.6931794352829457,0.16786286728456618,0.5623644798994064,0.14979041541616123,0.6238569708097549,52.91944407280535,80,0.1,1.3783105611801147,1.8056359546525138,2.5662841796875,0.0,1.0,1.8735774755477905,0.20899480212228688
6,26,10967,-111.93526154197752,0.2771553294978252,0.6880661260924841,0.1838305254319781,0.6136623511188909,0.1086111714442571,0.6022471464815594,57.97713239278112,76,0.1,1.3723169565200806,1.8016057241530645,2.5255253314971924,0.0,1.0,1.8332172632217407,0.2413458241716653
6,27,11332,-152.33510116487741,0.17310793268440994,0.9726660451660417,0.17707937145478106,0.934978218356224,0.10474218687131291,0.5843747979118711,57.000707579735256,365,0.1,1.367059588432312,1.800518974803743,2.493396759033203,0.0,1.0,1.82538902759552,0.23126837671312928
6,28,11407,-114.13527876324952,0.5780925081918636,0.990507785876592,0.4401237702866395,0.8984200843175252,0.10068431303582408,0.5646902536804026,55.1871845807348,75,0.1,1.353142261505127,1.7779320240020753,2.475067377090454,0.0,1.0,1.8221338987350464,0.21035039897675534
6,29,11465,-111.38956586644053,0.5036499299879732,0.8728703643227446,0.4009802083260027,0.7983777014345959,0.09873953790149906,0.5451497850092974,59.901446816921236,58,0.1,1.350152611732483,1.7775171474976974,2.4381000995635986,0.0,1.0,1.8099418878555298,0.22673883453064034
