seed,episode,total_steps,reward,episode_length,td_loss_avg,model_loss_avg,horizon_length,real_buffer_size,model_buffer_size,q1_avg,q2_avg,target_q_avg
1,78,17316,-115.5196502301842,91,11.782105015383827,0.04830045751967833,3,17316,1000000,-1.8185990980929798,-1.8259164848261409,-1.8556786346766683
1,79,17381,-114.42624051868916,65,10.089906245470047,0.0481038705663598,3,17381,1000000,-1.4621442976097265,-1.4780878499150276,-1.5245618369430303
1,80,17634,-116.99973162077367,253,10.638463699817658,0.04784990009383776,4,17634,1000000,-1.3643001876473426,-1.3507574416697026,-1.3924259013533593
1,81,17853,-123.51892267446965,219,11.31649149883361,0.047656396429474446,4,17853,1000000,-1.080499548145703,-1.0809145410323426,-1.1115627592873005
1,82,17915,-113.9727443009615,62,11.225217813253403,0.04721346181875841,4,17915,1000000,-0.7680967474977175,-0.7555365288009246,-0.8133571738998095
1,83,17991,-115.22824630327523,76,9.892825169222695,0.04695666640421043,4,17991,1000000,-0.7899600164166518,-0.7911109971680812,-0.8225654765963555
1,84,18117,-117.84464390133508,126,11.173230880002182,0.04668650037830784,4,18117,1000000,-0.5410054147243499,-0.5378025968248645,-0.5928629862765471
1,85,18238,-114.85812310129404,121,10.118261790772278,0.04648017256032853,4,18238,1000000,-0.27198384466270603,-0.2686504217485587,-0.29354492587347825
1,86,18288,-112.15068424679339,50,14.525882663726806,0.04618798937176315,4,18288,1000000,-0.31182961449027063,-0.3472850549221039,-0.38946340426802634
1,87,18407,-115.69492970174178,119,11.43746433691545,0.046066074709937045,4,18407,1000000,-0.25783047757365485,-0.268435523184863,-0.3003610348836942
1,88,18498,-116.2233342723921,91,13.677691270245447,0.04587491609750779,4,18498,1000000,-0.17207640177673764,-0.16902241160472234,-0.21859816933671633
1,89,18550,-111.88837951188907,52,7.670595775842667,0.04559194213124337,4,18550,1000000,0.33484592378139494,0.3366938155889511,0.2829732292890549
1,90,18597,-111.30509820021689,47,9.966286359727382,0.04543800125657408,4,18597,1000000,0.11058150064200163,0.11852499786764384,0.04856172725558281
1,91,18655,-114.16607828997076,58,11.313975558280944,0.04526456720023243,4,18655,1000000,0.22484176248311996,0.1932705196738243,0.18868545323610306
1,92,19121,-137.89971660077572,466,10.248235493509666,0.0451837106573361,4,19121,1000000,0.3584990778047106,0.3618967952449685,0.32386473959878737
1,93,19172,-112.32431473676115,51,10.403928954601287,0.0447788961701565,4,19172,1000000,0.49572620302438736,0.5100085842609405,0.44359819650650023
1,94,19238,-114.9404666107148,66,11.53007085621357,0.04467443644933335,4,19238,1000000,0.4617070344587167,0.44769583294788995,0.40560818240046503
1,95,19422,-123.01369346771389,184,10.56646395292547,0.04446843986047639,4,19422,1000000,0.4931523018827041,0.494958653797706,0.4617988945295413
1,96,19477,-113.1283003911376,55,11.068266369104386,0.044068397723966174,4,19477,1000000,0.5569428408145904,0.5691654312610627,0.5499449338018895
1,97,20613,-159.43612135155126,1136,9.736635772580595,0.043906324595343646,4,20613,1000000,0.8047690925476826,0.8063126081188695,0.7647540117061771
1,98,20678,-114.6274902485311,65,8.708044127623241,0.043501757777606447,4,20678,1000000,1.0429427355527878,1.0497124771277109,0.985789115478595
1,99,20774,-118.08780704066157,96,10.803025678462452,0.043277153233066204,4,20774,1000000,0.7911176410814126,0.7803574280606376,0.7468421838763687
1,100,20871,-116.80782626615837,97,8.557572532362409,0.04305375380280577,5,20871,1000000,0.8833412835995357,0.9125851965612836,0.8692136021951834
1,101,20940,-114.3818497210741,69,8.654476050535838,0.04284362055882505,5,20940,1000000,1.0280396761993567,1.0479160495102406,0.96197058831652
1,102,20996,-113.19529961887747,56,9.944268433451652,0.04270211889297383,5,20996,1000000,1.0052789455652238,0.9871652910113334,0.9584800606966019
1,103,21070,-115.93160694092512,74,7.336747705084937,0.04257775638101062,5,21070,1000000,0.9831285536289215,0.9816232720656054,0.959797346166202
1,104,21142,-115.7507483009249,72,8.98145871588162,0.04235285616563103,5,21142,1000000,1.1260375837130205,1.1241903256092753,1.0628122172185352
1,105,21257,-101.61511874292046,115,7.914648538556966,0.0422097526248393,5,21257,1000000,1.1378446253185923,1.1396962411024354,1.0857200802727178
1,106,21377,-100.21094560902566,120,8.937987460196018,0.04209772844510864,5,21377,1000000,1.0672063160066803,1.0511802211093406,1.0334330937514702
1,107,21479,-101.12673852685839,102,6.6268833050131795,0.041996585003223764,5,21479,1000000,1.0809112811088561,1.0784914883971215,1.0511290341615678
1,108,21542,-114.25994910858572,63,6.135971746842066,0.041953452164868274,5,21542,1000000,1.045445973177751,1.0164548829197884,0.9982926184932391
1,109,21597,-113.83250122517347,55,7.3653587287664415,0.04181792909013374,5,21597,1000000,1.1033807763457297,1.0819879278540612,1.0774007621407509
1,110,21666,-116.10608542896807,69,7.016856340070565,0.04166661872277184,5,21666,1000000,1.0176910730699698,1.02560203820467,1.017221992959579
1,111,21730,-112.6778621468693,64,7.628503302733104,0.04145749916159917,5,21730,1000000,0.7703533840676149,0.7949769221246242,0.742428790529569
1,112,21793,-114.1262532249093,63,9.251325749854248,0.04129795870551514,5,21793,1000000,0.8504389834900697,0.8563748386998972,0.8120992022256056
1,113,21836,-109.1235418766737,43,9.57730166465044,0.04116168800668389,5,21836,1000000,0.7883035998791457,0.8155971389263869,0.7967953953891993
1,114,21899,-113.29951284453273,63,7.85334000090758,0.04105713844007137,5,21899,1000000,0.9241934767613809,0.900370455160737,0.8691399236520131
1,115,21979,-115.02309816377237,80,8.4756081815809,0.04090199997612074,5,21979,1000000,0.558865726646036,0.5470608700066805,0.5501810044050217
1,116,22084,-96.80894332565367,105,8.441437173187733,0.04078210434492897,5,22084,1000000,0.5563538871705532,0.5665560039877892,0.5178693300485611
1,117,22829,-111.75992689281702,745,7.5438369374822924,0.0406765915713338,5,22829,1000000,0.4375532737555536,0.4408675215735629,0.406627668384966
1,118,22889,-111.53902478609234,60,8.532942790786425,0.040601115018017726,5,22889,1000000,0.07874446362257004,0.10676371057828267,0.08919171256323656
1,119,22953,-114.77477019838989,64,6.286092054347197,0.04044842377639889,5,22953,1000000,0.5112142550448576,0.502816284696261,0.49489136015375457
1,120,23238,-115.30594410002232,285,8.014456891907113,0.040302464578035616,6,23238,1000000,0.10137965100418245,0.09647843675421817,0.05402600501797029
1,121,23321,-117.44984746165574,83,8.071413965523243,0.04006263514359792,6,23321,1000000,-0.20503827622160314,-0.19069092483259736,-0.2258484048768878
1,122,23459,-108.93542169453576,138,7.5665334043594505,0.03985471290710208,6,23459,1000000,-0.10600490747736051,-0.07792776456246009,-0.11961548890058811
1,123,23655,-93.1120299261529,196,7.007161771937421,0.039742574974512446,6,23655,1000000,-0.23495064652279804,-0.24067586585879325,-0.28066979260428954
1,124,23801,-93.57410021312535,146,7.6935742999826155,0.03955647800846592,6,23801,1000000,-0.13693028310579913,-0.13847776970693043,-0.17710284393812928
1,125,24004,-101.30860042991117,203,7.810410300344229,0.03940383416964956,6,24004,1000000,-0.16271356359124184,-0.16409972930327058,-0.19616928853094578
1,126,24200,-95.4802957708016,196,7.877807255795127,0.039135871453738126,6,24200,1000000,-0.3715131400055007,-0.3808156029958474,-0.41180873419109143
1,127,24323,-100.25905579980463,123,7.931362128878633,0.03894803680294583,6,24323,1000000,-0.6355706730857491,-0.6406569946557283,-0.6932506275052825
1,128,24461,-94.10942991543561,138,7.587764290892161,0.0388473418551056,6,24461,1000000,-0.6887380304244849,-0.7224858978046821,-0.7380630974586193
1,129,24808,-99.04609747580253,347,7.231708741363357,0.03873718431644273,6,24808,1000000,-0.7618013411979465,-0.7602447567398057,-0.7968921577886624
1,130,24961,-100.5071013411507,153,7.67034978479147,0.03861877194398807,6,24961,1000000,-0.997856768220663,-1.0130761297543844,-1.0571952658394972
1,131,25014,-110.92620484437793,53,5.831757675409317,0.03843305454016551,6,25014,1000000,-0.8314568963646889,-0.8573664063215256,-0.8486605663597584
1,132,25094,-116.41358353756368,80,7.47337102741003,0.038307179981695416,6,25094,1000000,-0.6324553114362061,-0.6313831642270088,-0.7097963833250105
1,133,25178,-100.1300603095442,84,8.464629158750176,0.03815123573275042,6,25178,1000000,-0.9639655007049441,-0.9472025860100984,-1.00986940395087
1,134,25253,-116.06667116843164,75,6.307203942537308,0.037978236789048526,6,25253,1000000,-1.0982559489352361,-1.1242211765476635,-1.1261728689074517
1,135,25307,-112.25077490322292,54,4.5116858994960785,0.037823923354094124,6,25307,1000000,-0.5659521125257015,-0.529843980371952,-0.5790368956327439
1,136,25366,-114.47399248927832,59,6.366640617251396,0.03769659692054095,6,25366,1000000,-1.0869063982367515,-1.0555502465367317,-1.119192313849926
1,137,25474,-97.42052428796887,108,10.527583903968335,0.03755591454780864,6,25474,1000000,-1.2448610612750053,-1.2300950627028941,-1.2709135095030069
1,138,25544,-101.01676297094673,70,6.8346686235495975,0.037405231459574265,6,25544,1000000,-1.1432090553854193,-1.1700070787753378,-1.1928506757531847
1,139,25604,-110.7585443649441,60,6.406787495315075,0.03731195351692161,6,25604,1000000,-0.9775274189809958,-0.9801890452081958,-0.9810580189029375
1,140,25663,-111.92332680895925,59,6.291803534030914,0.03718708238750696,7,25663,1000000,-1.1216666685044765,-1.1032615825533867,-1.1596996547281742
1,141,25762,-102.14999627321959,99,7.705037539866235,0.03707590888813138,7,25762,1000000,-1.2215130673514472,-1.2286345109343528,-1.2651035961177615
1,142,25840,-116.26503451541066,78,6.4371748745441435,0.03697342113653819,7,25840,1000000,-1.3771392657288484,-1.38153093286923,-1.39813258094447
1,143,25898,-110.84635177440941,58,7.014926100075245,0.0368184689929088,7,25898,1000000,-1.145692930817604,-1.2039129883050919,-1.2220458637177944
1,144,25979,-99.87077619321644,81,7.417291650548577,0.036718451730882375,7,25979,1000000,-1.4769645558670164,-1.454914971627295,-1.4893387901596724
1,145,26031,-101.90059486962855,52,6.359626739025116,0.03660963137108501,7,26031,1000000,-1.618706933259964,-1.6119162118434907,-1.6611323177814483
1,146,26121,-120.79954076372087,90,10.206394991609786,0.03651000144015444,7,26121,1000000,-1.6864924768606822,-1.706167437798447,-1.719948314378659
1,147,26179,-104.93319698236883,58,6.498036636710167,0.036370208273866986,7,26179,1000000,-1.3071644283831119,-1.3453895026445388,-1.2984639824926854
1,148,26273,-102.90368998423219,94,6.805981479419602,0.036281882203336245,7,26273,1000000,-1.6125887965162595,-1.61297870328029,-1.6551205658250385
1,149,26334,-110.70050671231002,61,7.864148066937924,0.036193272219422985,7,26334,1000000,-1.5249381087720395,-1.5765320166945458,-1.6015341167648633
1,150,26396,-105.5617409972474,62,6.231111623843511,0.036066596866189654,7,26396,1000000,-1.7424114207426706,-1.740816342830658,-1.7541783295571804
1,151,26455,-112.88418149203062,59,8.996177464723587,0.03596267551907058,7,26455,1000000,-1.5335856741666793,-1.5143731838464738,-1.5789002627134323
1,152,26514,-102.42673823423684,59,7.674089829921723,0.035861770000947715,7,26514,1000000,-1.6124824744462967,-1.614888345003128,-1.6950748410820962
1,153,26573,-100.77053927071393,59,4.9851279670000075,0.03575873633298095,7,26573,1000000,-1.4719240656495094,-1.4688926243782043,-1.5007846421003341
1,154,26625,-102.5571340592578,52,11.665769417285919,0.03568577323844325,7,26625,1000000,-1.7964060704410076,-1.7963780412077903,-1.8509353387355805
1,155,26687,-98.90321951080114,62,8.95629010895888,0.035581855504558633,7,26687,1000000,-1.1496545227865378,-1.142906374235948,-1.200126039981842
1,156,26763,-99.46998241264373,76,9.628609899537905,0.03554237825222886,7,26763,1000000,-0.7651042007974216,-0.7372160898787635,-0.8006895501698766
1,157,26828,-99.07020434178412,65,9.705409368375937,0.03549164487526585,7,26828,1000000,-1.0055543693403404,-0.9818382711460193,-1.0467221890886624
1,158,26889,-99.60795626416802,61,6.80336255778869,0.035436339462653565,7,26889,1000000,-0.4530096113681793,-0.4581619882956147,-0.47776981654266515
1,159,26950,-97.69839206151664,61,7.480013271172841,0.03535871424372234,7,26950,1000000,-0.5546071581542492,-0.5990688306589921,-0.6305851501723131
1,160,27006,-103.490005585365,56,6.592145913839341,0.03530950894786252,8,27006,1000000,-0.4296471883356571,-0.42801297158002855,-0.44646706074476245
1,161,27059,-102.04124513547868,53,11.046982346773147,0.03524521021615891,8,27059,1000000,-0.3218821933865547,-0.3343295163661242,-0.3818343399465084
1,162,27121,-99.6836725473404,62,8.026195267339547,0.03515351690825016,8,27121,1000000,-0.24545399695634842,-0.2655641117443641,-0.30243853194018205
1,163,27191,-99.37245309352875,70,7.86309732070991,0.035075043671660956,8,27191,1000000,-0.03912415483168193,-0.016184474102088384,-0.040431033713477
1,164,27253,-97.86412039864808,62,10.236952264110247,0.03501773285533085,8,27253,1000000,-0.12872057110071183,-0.1509593605995178,-0.16052675371368727
1,165,27313,-101.57218587677926,60,9.028379767636459,0.034933419792719606,8,27313,1000000,-0.2667258232211073,-0.24391789237658182,-0.31888114909331006
1,166,27394,-100.4995970223099,81,8.436496958136559,0.034843547541484145,8,27394,1000000,0.05582222193479538,0.06603665761649609,0.0011625465005636216
1,167,27455,-98.95159108564258,61,8.78595074514548,0.03479190010612256,8,27455,1000000,0.22074532409509023,0.2353399047628045,0.17030108297864596
1,168,27544,-99.10814287234098,89,12.49278631620109,0.03470063164273155,8,27544,1000000,0.4776198161765933,0.4667714547365904,0.3970068279653788
1,169,27623,-98.21285378746688,79,9.427033647469111,0.03461040140498093,8,27623,1000000,0.5342608281544277,0.5378634037716048,0.4893901366208281
1,170,27678,-101.69525896944106,55,10.15792755484581,0.03453828635570416,8,27678,1000000,0.7320661345124244,0.675015609562397,0.6634352770447731
1,171,27739,-103.15341507922858,61,7.907807250320912,0.03445473956289115,8,27739,1000000,0.6767171022171775,0.6965300055841604,0.6328182083865007
1,172,27813,-98.63981476146728,74,10.143738026704106,0.03437177921058955,8,27813,1000000,0.8005000569990703,0.800329583457538,0.7643701502255031
1,173,27877,-100.12937736324966,64,9.30096974869569,0.034270530689599704,8,27877,1000000,1.1047497724493345,1.1011477512617907,1.0480808888872464
1,174,27926,-102.13512602448463,49,7.499972049146891,0.03418202150130162,8,27926,1000000,1.3851889610290526,1.3063175827264786,1.2716307856142521
1,175,27993,-100.09044753201306,67,10.156704567869504,0.034095013430997134,8,27993,1000000,1.0221125728140275,1.0159380840758483,0.9727518605689208
1,176,28061,-100.32588994316757,68,10.570404908557732,0.03397608574149441,8,28061,1000000,1.2734138769408068,1.2699802406132221,1.234392084678014
1,177,28127,-101.4609933886677,66,8.302512579162915,0.03386224736473794,8,28127,1000000,1.4670511541267237,1.4709846106668314,1.4295028959711393
1,178,28194,-99.31816262868233,67,8.274495073656242,0.033762258844911505,8,28194,1000000,1.5087093035380046,1.523365198696653,1.5028308724363646
1,179,28247,-102.54842893965542,53,7.925839514732361,0.03368018985020392,8,28247,1000000,1.6005678766965865,1.619077051281929,1.572549885213375
1,180,28302,-101.59881794266403,55,8.283340570330619,0.0335994830738866,9,28302,1000000,1.4189297524094582,1.4407362779974937,1.3763471114635468
1,181,28399,-119.04177137743682,97,9.620614387260543,0.03353336147625338,9,28399,1000000,1.6701075047254563,1.6785087320539687,1.6484619004858865
1,182,29999,-112.22636864613742,1600,8.48473906791769,0.03357442342083562,9,29999,1000000,1.8987009953521192,1.9005652966210618,1.8620690687280148
1,183,30053,-103.5496968254447,54,6.271300495862961,0.03340271912791111,9,30053,1000000,2.26868967205286,2.216224026083946,2.243827737569809
1,184,30103,-105.96325466968119,50,7.639621074795723,0.032866172935081345,9,30103,1000000,2.2865296041965486,2.34784307539463,2.2937189817428587
1,185,30161,-98.67032614629716,58,6.8798375725746155,0.032679262125806255,9,30161,1000000,2.3080882489681245,2.2428082597255705,2.250265815258026
1,186,30214,-100.20534760132432,53,10.054500945210457,0.032556552978025545,9,30214,1000000,2.257277008891106,2.2387488001585005,2.2298585522174834
1,187,30268,-102.55912016145885,54,7.974535662531853,0.03243227136863322,9,30268,1000000,1.9826889568567276,1.991111766397953,1.9069529916346073
1,188,30327,-102.57055352255702,59,10.535328712463379,0.032330213975434924,9,30327,1000000,1.7799866837263107,1.8247530853748322,1.744601700603962
1,189,30383,-98.99690539203584,56,10.476341305077076,0.03223356994784485,9,30383,1000000,1.8066073992848397,1.8469322711229323,1.782898533642292
1,190,30437,-100.12387794163078,54,9.027082341313362,0.03216419895889901,9,30437,1000000,2.038887404501438,2.0623233318328857,2.0103545224666597
1,191,30489,-102.71788973687217,52,6.37887346804142,0.032051451886230604,9,30489,1000000,2.1890731167793276,2.1876557701826096,2.149686080813408
1,192,30550,-99.44627099297941,61,8.383153360088667,0.03194937860431457,9,30550,1000000,1.938740548491478,1.9281848222017288,1.8990616475542386
1,193,30604,-102.68155108136125,54,8.84834804713726,0.03188095310238563,9,30604,1000000,2.232261427640915,2.2148300474882125,2.1974926039576532
1,194,30661,-100.52331636846066,57,5.792434132695198,0.03177342937022698,9,30661,1000000,2.6553678774833678,2.6478231996297836,2.6268323385715484
1,195,30716,-100.48945967666805,55,6.33049946308136,0.031693734598009525,9,30716,1000000,2.3944421929121016,2.4224416053295137,2.3733173051476477
1,196,30764,-101.47388998419046,48,7.46204004958272,0.03159270228124132,9,30764,1000000,2.1782185159623624,2.148345246911049,2.1718998208642004
1,197,30814,-105.73799193277955,50,8.10505627989769,0.03151109851172401,9,30814,1000000,2.32814566552639,2.329146717786789,2.2962005972862243
1,198,30866,-102.8273662365973,52,9.015076748132707,0.03142269758507609,9,30866,1000000,2.2843870535492896,2.2874138590693476,2.231778923869133
1,199,30921,-102.74439430050552,55,5.948110563158989,0.0313267780881789,9,30921,1000000,2.125090615153313,2.1172349882125854,2.1180284065008164
1,200,30969,-101.44856754131615,48,5.600318675860763,0.03125038203265932,10,30969,1000000,2.666770151257515,2.651797340810299,2.6598002523183824
1,201,31021,-102.6099530607462,52,7.811426326036453,0.031164524126797915,10,31021,1000000,2.390160656273365,2.378593226671219,2.3195407503843306
1,202,31077,-100.30099783930928,56,8.363735792636872,0.031071071629476612,10,31077,1000000,2.353615143299103,2.3567941504716874,2.307891520857811
1,203,31132,-99.76985262706876,55,6.020951127409935,0.031021438707333295,10,31132,1000000,2.5817724162340165,2.5469898945093155,2.517413237094879
