seed,episode,total_steps,reward,episode_length,td_loss_avg,model_loss_avg,horizon_length,real_buffer_size,model_buffer_size,q1_avg,q2_avg,target_q_avg,model_pred_error_avg,model_err_hull_angle,model_err_hull_angvel,model_err_vel_x,model_err_vel_y,model_err_hip1_angle,model_err_hip1_speed,model_err_knee1_angle,model_err_knee1_speed,model_err_left_contact,model_err_hip2_angle,model_err_hip2_speed,model_err_knee2_angle,model_err_knee2_speed,model_err_right_contact
3,1,89,-98.85031418222934,89,nan,nan,0,89,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3,2,210,-118.66758846864104,121,nan,nan,0,210,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3,3,273,-106.69536255300045,63,nan,nan,0,273,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3,4,392,-119.06995727634057,119,nan,nan,0,392,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3,5,440,-104.74832324869931,48,nan,nan,0,440,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3,6,561,-122.34214077424258,121,nan,nan,0,561,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3,7,2161,-93.77457985945512,1600,nan,nan,0,2161,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3,8,3761,-79.0406776649179,1600,nan,nan,0,3761,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3,9,5361,-84.8321008294588,1600,nan,nan,0,5361,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3,10,5439,-102.12015955802053,78,nan,nan,0,5439,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3,11,5495,-100.61165360244922,56,nan,nan,0,5495,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3,12,5561,-110.50246465206146,66,nan,nan,0,5561,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3,13,5602,-107.24018126586452,41,nan,nan,0,5602,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3,14,5672,-100.34570613899268,70,nan,nan,0,5672,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3,15,7272,-86.44009149807971,1600,nan,nan,0,7272,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3,16,7344,-115.46812242642045,72,nan,nan,0,7344,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3,17,8944,-77.77754458365962,1600,nan,nan,0,8944,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3,18,9045,-98.55621248437092,101,nan,nan,0,9045,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3,19,9082,-105.27916436921805,37,nan,nan,0,9082,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3,20,9145,-111.27155855018646,63,nan,nan,0,9145,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3,21,9198,-111.2248123511672,53,nan,nan,0,9198,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3,22,10185,-167.35931218299083,987,17.869156527969366,nan,0,10185,0,-0.17105731463266743,-0.17003184027141996,-0.28006557954682243,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3,23,10309,-114.49583230353892,124,129.81401354235908,0.19536383144366434,1,10309,3840,-1.2378409261194367,-1.262190893230339,-1.5986991755664348,0.6434796230607136,0.028172772377729416,0.02615698054432869,0.017912818118929863,0.026975473389029503,0.03825148195028305,0.23967723548412323,0.03831034526228905,0.3398301303386688,0.06672701984643936,0.03869401291012764,0.14287936687469482,0.05534684658050537,0.21486732363700867,0.16160476207733154
3,24,10416,-126.58707887679338,107,124.54784084081649,0.13258700595547757,1,10416,7680,-1.429928371310234,-1.3892619228363037,-1.7422188752889634,0.8902879382405327,0.028948454186320305,0.01636546291410923,0.040894441306591034,0.025087988004088402,0.028314661234617233,0.29886072874069214,0.06757961213588715,0.41833585500717163,0.15569941699504852,0.048297423869371414,0.1705314815044403,0.07252875715494156,0.5230466723442078,0.14384275674819946
