seed,episode,total_steps,reward,nominal_error_avg,residual_error_avg,dhat_norm_avg,uncertainty_avg,res_net_loss,rbf_loss,td_loss_avg,episode_length,expl_noise,buffer_uncert_avg,sampled_uncert_avg,rollout_uncert_avg,rollout_pass_rate,rollout_avg_horizon,rbf_calib_ratio,rbf_calib_corr
2,1,97,-119.29248322546482,1.3330619825223058,1.3603957046553032,1.1306586400749756,1.2863807533819651,nan,nan,nan,97,0.1,nan,nan,nan,nan,nan,nan,nan
2,2,207,-102.2265651829075,1.795675891366872,1.8086536702784626,1.4666541783647105,1.643631916425445,nan,nan,nan,110,0.1,nan,nan,nan,nan,nan,nan,nan
2,3,289,-99.1873274948448,1.5914635482902935,1.61233709425461,1.2902464908434124,1.4587691804257834,nan,nan,nan,82,0.1,nan,nan,nan,nan,nan,nan,nan
2,4,367,-116.86911270208657,1.7999051392842562,1.8187948239919467,1.5462207079697878,1.7390000904217744,nan,nan,nan,78,0.1,nan,nan,nan,nan,nan,nan,nan
2,5,1967,-78.71330826656776,1.5972260844602715,1.6122720211744308,1.2720846935291774,1.4321287379786372,nan,nan,nan,1600,0.1,nan,nan,nan,nan,nan,nan,nan
2,6,3567,-72.31872954929713,1.6630347749369685,1.6809583036787807,1.3483889036194887,1.5191143966373055,nan,nan,nan,1600,0.1,nan,nan,nan,nan,nan,nan,nan
2,7,5167,-77.29441907553701,1.574069686867806,1.5924550255574286,1.2342769218969625,1.3948041016422212,nan,nan,nan,1600,0.1,nan,nan,nan,nan,nan,nan,nan
2,8,5278,-98.3985518864356,1.6230609686122284,1.6362160656366262,1.334741268407654,1.4986783982934178,nan,nan,nan,111,0.1,nan,nan,nan,nan,nan,nan,nan
2,9,5494,-125.43872263701633,1.428670798773291,1.4512277578728066,1.1727008725585486,1.331193262918128,nan,nan,nan,216,0.1,nan,nan,nan,nan,nan,nan,nan
2,10,5548,-102.4542582584545,1.8437925472303673,1.8663291255081143,1.6003506817613486,1.8055456457314667,nan,nan,nan,54,0.1,nan,nan,nan,nan,nan,nan,nan
2,11,7148,-88.60554664005758,1.6158390875317854,1.635346650024876,1.303631042444613,1.471941373492591,nan,nan,nan,1600,0.1,nan,nan,nan,nan,nan,nan,nan
