seed,episode,total_steps,reward,nominal_error_avg,residual_error_avg,dhat_norm_avg,uncertainty_avg,res_net_loss,rbf_loss,td_loss_avg,episode_length,expl_noise,buffer_uncert_avg,sampled_uncert_avg,rollout_uncert_avg,rollout_pass_rate,rollout_avg_horizon,rbf_calib_ratio,rbf_calib_corr,nom_err_hull_angle,nom_err_hull_angvel,nom_err_vel_x,nom_err_vel_y,nom_err_hip1_angle,nom_err_hip1_speed,nom_err_knee1_angle,nom_err_knee1_speed,nom_err_hip2_angle,nom_err_hip2_speed,nom_err_knee2_angle,nom_err_knee2_speed,res_err_hull_angle,res_err_hull_angvel,res_err_vel_x,res_err_vel_y,res_err_hip1_angle,res_err_hip1_speed,res_err_knee1_angle,res_err_knee1_speed,res_err_hip2_angle,res_err_hip2_speed,res_err_knee2_angle,res_err_knee2_speed
1,1,55,-102.73267917730846,1.8926553709940477,1.9003392837264321,1.6890796290202574,1.8828370451927186,nan,nan,nan,55,0.1,nan,nan,nan,nan,nan,nan,nan,0.027923263609409332,0.0268277358263731,0.01906135492026806,0.02319909818470478,0.05595042183995247,0.5076729655265808,0.11220677942037582,0.7104788422584534,0.049462221562862396,0.5705025792121887,0.11665710061788559,1.1686384677886963,0.027923263609409332,0.03733978420495987,0.07281915843486786,0.09610201418399811,0.05595042183995247,0.5154210329055786,0.11220677942037582,0.7306393980979919,0.049462221562862396,0.5974528193473816,0.11665710061788559,1.1816688776016235
1,2,1655,-83.91455711831804,1.4274929037957917,1.462505349777639,1.2772624253295362,1.4544670331291853,nan,nan,nan,1600,0.1,nan,nan,nan,nan,nan,nan,nan,0.010714051313698292,0.018848605453968048,0.013558425940573215,0.013365818187594414,0.019575590267777443,0.29194095730781555,0.08363976329565048,0.7300453186035156,0.02970137633383274,0.43413928151130676,0.07213429361581802,0.7311107516288757,0.010714051313698292,0.030629657208919525,0.06127810850739479,0.10035987198352814,0.019575590267777443,0.3374407887458801,0.08363976329565048,0.761655867099762,0.02970137633383274,0.4830242395401001,0.07213429361581802,0.7514389753341675
1,3,3255,-97.47828656143975,1.5107247630269558,1.5436648865230382,1.352106899273349,1.5358084936067462,nan,nan,nan,1600,0.1,nan,nan,nan,nan,nan,nan,nan,0.011981017887592316,0.019859038293361664,0.013989504426717758,0.01407670695334673,0.03258441761136055,0.48706233501434326,0.07816901057958603,0.7920444011688232,0.023291833698749542,0.3522157371044159,0.08101159334182739,0.7338806986808777,0.011981017887592316,0.03691769763827324,0.07402313500642776,0.10155796259641647,0.03258441761136055,0.5162128806114197,0.07816901057958603,0.8267805576324463,0.023291833698749542,0.40005457401275635,0.08101159334182739,0.7564848065376282
1,4,3330,-96.69574243575335,1.4755016620953878,1.4994000311692555,1.312868138551712,1.4813834937413533,nan,nan,nan,75,0.1,nan,nan,nan,nan,nan,nan,nan,0.020999617874622345,0.023773783817887306,0.021469933912158012,0.018819641321897507,0.04425051063299179,0.5175602436065674,0.11205198615789413,0.7952333688735962,0.05075012519955635,0.5093013644218445,0.08561494201421738,0.5709453821182251,0.020999617874622345,0.031557656824588776,0.06676866114139557,0.09697327017784119,0.04425051063299179,0.5286334753036499,0.11205198615789413,0.825487494468689,0.05075012519955635,0.5334826707839966,0.08561494201421738,0.5882483720779419
1,5,4930,-81.56576051726006,1.47388047864486,1.5083287410531192,1.3191267215483822,1.5007552811410279,nan,nan,nan,1600,0.1,nan,nan,nan,nan,nan,nan,nan,0.01158964354544878,0.019092785194516182,0.01338441763073206,0.013143143616616726,0.029859090223908424,0.4520026445388794,0.07474952191114426,0.7921494841575623,0.02177460677921772,0.33191096782684326,0.0804896131157875,0.6993290781974792,0.01158964354544878,0.03822053223848343,0.07449120283126831,0.10168176889419556,0.029859090223908424,0.48925742506980896,0.07474952191114426,0.8227100372314453,0.02177460677921772,0.3820270299911499,0.0804896131157875,0.7248809933662415
1,6,5023,-100.83435727842152,1.3383916960127893,1.3750507496697928,1.19406691934633,1.3637154845781223,nan,nan,nan,93,0.1,nan,nan,nan,nan,nan,nan,nan,0.020491424947977066,0.022069938480854034,0.016532745212316513,0.01965750940144062,0.03778522089123726,0.40751421451568604,0.07150541990995407,0.5837861895561218,0.048232804983854294,0.4313106834888458,0.07154347002506256,0.6298397183418274,0.020491424947977066,0.033257994800806046,0.06508277356624603,0.10123143345117569,0.03778522089123726,0.43181389570236206,0.07150541990995407,0.6057583689689636,0.048232804983854294,0.4593791663646698,0.07154347002506256,0.6731258630752563
1,7,5105,-103.84925612527877,1.514991003202229,1.5422173785727198,1.3518011021177943,1.5287025211060918,nan,nan,nan,82,0.1,nan,nan,nan,nan,nan,nan,nan,0.025004087015986443,0.02200869843363762,0.016277329996228218,0.019743192940950394,0.044584970921278,0.5013052821159363,0.09801632910966873,0.7222528457641602,0.03667730093002319,0.4453738033771515,0.09264343231916428,0.7464380860328674,0.025004087015986443,0.03325890004634857,0.06903506815433502,0.09494645148515701,0.044584970921278,0.5098899006843567,0.09801632910966873,0.7571768164634705,0.03667730093002319,0.45725101232528687,0.09264343231916428,0.7731047868728638
1,8,5166,-105.82661584205925,1.707140820192509,1.7280059833018506,1.521199480309838,1.7114364113964018,nan,nan,nan,61,0.1,nan,nan,nan,nan,nan,nan,nan,0.021530281752347946,0.020546836778521538,0.0178280770778656,0.023381026461720467,0.043998055160045624,0.4979945719242096,0.08671941608190536,0.760112464427948,0.05582277104258537,0.5794840455055237,0.12018652260303497,0.9739986658096313,0.021530281752347946,0.04000663012266159,0.07200577110052109,0.10589001327753067,0.043998055160045624,0.5158261060714722,0.08671941608190536,0.7974255084991455,0.05582277104258537,0.5738983750343323,0.12018652260303497,0.995783269405365
1,9,6766,-83.76672441471601,1.4707992370057037,1.5049260318744928,1.3165072385803795,1.4974855985213071,nan,nan,nan,1600,0.1,nan,nan,nan,nan,nan,nan,nan,0.011202085763216019,0.01935567334294319,0.013553175143897533,0.01395046804100275,0.029596693813800812,0.4556662440299988,0.07416357845067978,0.7718023061752319,0.02113720402121544,0.3120666742324829,0.07856534421443939,0.7299033999443054,0.011202085763216019,0.036317769438028336,0.07467643171548843,0.1019757017493248,0.029596693813800812,0.48636147379875183,0.07416357845067978,0.8039180040359497,0.02113720402121544,0.36512744426727295,0.07856534421443939,0.7578871250152588
1,10,6846,-100.1333965184167,1.339563403557986,1.3694648273289203,1.1940309063531458,1.3563441136851906,nan,nan,nan,80,0.1,nan,nan,nan,nan,nan,nan,nan,0.029138129204511642,0.020361684262752533,0.016242114827036858,0.020625516772270203,0.04803605005145073,0.49312812089920044,0.08076900988817215,0.6762276887893677,0.040777307003736496,0.3802648186683655,0.0714426264166832,0.5440093278884888,0.029138129204511642,0.03804880753159523,0.0651698112487793,0.1046532392501831,0.04803605005145073,0.5088476538658142,0.08076900988817215,0.704680323600769,0.040777307003736496,0.4166690707206726,0.0714426264166832,0.5856689214706421
1,11,6902,-113.5372986565344,1.7512474161173617,1.7711017839610577,1.5613171977124043,1.7529953050294094,nan,nan,nan,56,0.1,nan,nan,nan,nan,nan,nan,nan,0.033307816833257675,0.023694436997175217,0.016117293387651443,0.026280762627720833,0.05275973677635193,0.6231375932693481,0.125004842877388,0.9477376937866211,0.04040190950036049,0.48040056228637695,0.10433900356292725,0.8304051160812378,0.033307816833257675,0.03583468869328499,0.07577762752771378,0.1005517840385437,0.05275973677635193,0.61541348695755,0.125004842877388,0.9841561913490295,0.04040190950036049,0.4927685856819153,0.10433900356292725,0.8527473211288452
1,12,6980,-104.27192148379982,1.8784008507545178,1.905733883762971,1.6748946083661838,1.8889466346456454,nan,nan,nan,78,0.1,nan,nan,nan,nan,nan,nan,nan,0.022323697805404663,0.01832645758986473,0.017828846350312233,0.02033359929919243,0.051993872970342636,0.6064618229866028,0.11481363326311111,0.9181089401245117,0.0539681613445282,0.6244123578071594,0.11867514997720718,0.9671666026115417,0.022323697805404663,0.031939346343278885,0.06723195314407349,0.10169249027967453,0.051993872970342636,0.6226668953895569,0.11481363326311111,0.9497453570365906,0.0539681613445282,0.6422984600067139,0.11867514997720718,0.990944504737854
1,13,8580,-90.04010266950354,1.4938926542841364,1.5273104278557001,1.3370922134316061,1.5195327872037887,nan,nan,nan,1600,0.1,nan,nan,nan,nan,nan,nan,nan,0.012480570003390312,0.019140351563692093,0.01379804965108633,0.013398156501352787,0.03155909851193428,0.46927863359451294,0.07663942128419876,0.7848656177520752,0.021732404828071594,0.3225512206554413,0.081366166472435,0.7326932549476624,0.012480570003390312,0.038509856909513474,0.07512062042951584,0.1011691689491272,0.03155909851193428,0.5013763308525085,0.07663942128419876,0.8177316188812256,0.021732404828071594,0.37420976161956787,0.081366166472435,0.7594617605209351
1,14,10180,-92.91615966940299,1.3068334556899208,1.3641729759424925,1.1706923026277218,1.357514468776062,nan,nan,11.200786393604034,1600,0.1,nan,nan,nan,nan,nan,nan,nan,0.010950583033263683,0.016848310828208923,0.012703894637525082,0.0122752096503973,0.02754550613462925,0.4037404954433441,0.06541097164154053,0.6776809692382812,0.02076045237481594,0.29692935943603516,0.06918463110923767,0.6445813179016113,0.010950583033263683,0.0371866375207901,0.0744691789150238,0.10305974632501602,0.02754550613462925,0.4414348602294922,0.06541097164154053,0.7167371511459351,0.02076045237481594,0.3581393361091614,0.06918463110923767,0.6790379881858826
1,15,10218,-118.08712188154459,0.3100449640892054,0.966289852794848,0.27039201263534396,0.9401362224629051,0.361019383638333,0.6458146544603202,8.991587253675485,38,0.1,1.4842978715896606,1.8519742519427569,2.6135220527648926,0.0,0.0,1.7663229703903198,0.09464933492177356,0.06638386100530624,0.00992782972753048,0.006823188159614801,0.01983429491519928,0.040761105716228485,0.08988888561725616,0.04955179616808891,0.09802871942520142,0.04427788779139519,0.08496566861867905,0.04368433356285095,0.05218987539410591,0.06638386100530624,0.013747823424637318,0.031397610902786255,0.027689442038536072,0.040761105716228485,0.15912145376205444,0.04955179616808891,0.3159933090209961,0.04427788779139519,0.23251958191394806,0.04368433356285095,0.7886039018630981
1,16,10296,-112.26993358694017,0.18903804465961188,0.8926721459779984,0.2080759720829053,0.8800019446091775,0.14613768798418533,0.6420746650451269,8.80831084347197,78,0.1,1.4822741746902466,1.8600981938533294,2.5777294635772705,0.0,0.0,1.7381852865219116,0.07056908119068894,0.028348663821816444,0.007980961352586746,0.007942832075059414,0.01200646348297596,0.021670164540410042,0.08658439666032791,0.022380955517292023,0.04781735688447952,0.02142474241554737,0.038534585386514664,0.021452903747558594,0.03683442622423172,0.028348663821816444,0.03766636922955513,0.03133191540837288,0.011068752966821194,0.021670164540410042,0.17871026694774628,0.022380955517292023,0.5891628861427307,0.02142474241554737,0.11848808825016022,0.021452903747558594,0.5634633302688599
1,17,10455,-116.57756284251809,0.07334409320526375,0.8895063981320124,0.13157960899033636,0.8832615887593923,0.10630478102713824,0.623715450167656,9.17657380680864,159,0.1,1.4777114391326904,1.8570548713207244,2.540985107421875,0.0,0.0,1.7331198453903198,0.056799598281967525,0.014527667313814163,0.0030585583299398422,0.0036029897164553404,0.0052779074758291245,0.010768230073153973,0.023513000458478928,0.009265841916203499,0.021243998780846596,0.010590976104140282,0.023056458681821823,0.010528096929192543,0.012881986796855927,0.014527667313814163,0.03616445139050484,0.02678622491657734,0.006259575020521879,0.010768230073153973,0.1292911022901535,0.009265841916203499,0.6692420244216919,0.010590976104140282,0.21112672984600067,0.010528096929192543,0.48478516936302185
1,18,10555,-111.91378511302173,0.13097547681769356,0.8364639788866043,0.16445697497576475,0.8262482577562332,0.10191065691411495,0.6056256586313248,10.995759141407907,100,0.1,1.4686710834503174,1.8443806552886963,2.504315137863159,0.0,0.0,1.6976598501205444,0.057178889302689904,0.022745465859770775,0.00482660299167037,0.0055310954339802265,0.009515744633972645,0.01598563976585865,0.026177475228905678,0.01717599667608738,0.02303340658545494,0.016527926549315453,0.03996116667985916,0.019630754366517067,0.05657416209578514,0.022745465859770775,0.02683916501700878,0.016960283741354942,0.01221565529704094,0.01598563976585865,0.1889478713274002,0.01717599667608738,0.639163613319397,0.016527926549315453,0.246928408741951,0.019630754366517067,0.369756281375885
1,19,10771,-117.27133927494287,0.10607979715321024,0.7952834440878144,0.13923834548849198,0.7895163488056924,0.0987239750056732,0.5881932700552591,11.446521903507943,216,0.1,1.4625846147537231,1.8352696459467819,2.4671239852905273,0.0,0.0,1.6873785257339478,0.07151919686668853,0.016473807394504547,0.003980293404310942,0.0037709653843194246,0.005235232878476381,0.021308638155460358,0.05392233654856682,0.00907205231487751,0.019030269235372543,0.007934249006211758,0.02037077024579048,0.008842543698847294,0.016011761501431465,0.016473807394504547,0.015658989548683167,0.01568998023867607,0.011221915483474731,0.021308638155460358,0.26930126547813416,0.00907205231487751,0.5675302147865295,0.007934249006211758,0.16856230795383453,0.008842543698847294,0.4047054350376129
