episode,total_steps,eval_reward_avg,ep_steps,reward,env_return,nominal_error_avg,residual_error_avg,dhat_norm_avg,uncertainty_avg,res_net_loss,rbf_loss,td_loss_avg,buffer_uncert_avg,sampled_uncert_avg,fresh_uncert_avg,rollout_uncert_avg,rollout_pass_rate,rollout_avg_horizon
1,20,nan,20,12.636639088392258,12.661043516271507,1.3289563655853271,1.3289563655853271,1.1960605382919312,1.3289563655853271,nan,nan,nan,nan,nan,nan,nan,nan,nan
2,69,nan,49,50.78468135744333,50.79368339555473,1.431997537612915,1.431997537612915,1.2887977361679077,1.431997537612915,nan,nan,nan,nan,nan,nan,nan,nan,nan
3,91,nan,22,19.286238312721252,19.28539122388417,1.716994047164917,1.716994047164917,1.5452946424484253,1.716994047164917,nan,nan,nan,nan,nan,nan,nan,nan,nan
4,120,nan,29,16.494214825332165,16.486966864368533,1.4263577461242676,1.4263577461242676,1.2837218046188354,1.4263577461242676,nan,nan,nan,nan,nan,nan,nan,nan,nan
5,147,nan,27,33.88433688879013,33.88708884579414,1.295867681503296,1.295867681503296,1.1662808656692505,1.295867681503296,nan,nan,nan,nan,nan,nan,nan,nan,nan
6,178,nan,31,27.426703840494156,27.444356907395445,1.5497171878814697,1.5497171878814697,1.3947453498840332,1.5497171878814697,nan,nan,nan,nan,nan,nan,nan,nan,nan
7,204,nan,26,29.86806158721447,29.87088200705425,1.7428079843521118,1.7428079843521118,1.5685272216796875,1.7428079843521118,nan,nan,nan,nan,nan,nan,nan,nan,nan
8,214,nan,10,7.051794201135635,7.051513879426521,1.8100717067718506,1.8100717067718506,1.6290643215179443,1.8100717067718506,nan,nan,nan,nan,nan,nan,nan,nan,nan
9,224,nan,10,7.412495404481888,7.413535258721206,1.3338568210601807,1.3338568210601807,1.200471043586731,1.3338568210601807,nan,nan,nan,nan,nan,nan,nan,nan,nan
10,239,nan,15,10.8400157392025,10.829866918049868,1.4975199699401855,1.4975199699401855,1.347767949104309,1.4975199699401855,nan,nan,nan,nan,nan,nan,nan,nan,nan
11,259,nan,20,10.146057820878923,10.163750002326653,1.370449423789978,1.370449423789978,1.233404517173767,1.370449423789978,nan,nan,nan,nan,nan,nan,nan,nan,nan
12,292,nan,33,28.714660733938217,28.736591963204162,1.6196132898330688,1.6196132898330688,1.457651972770691,1.6196132898330688,nan,nan,nan,nan,nan,nan,nan,nan,nan
13,328,nan,36,25.984652385115623,25.98976272177146,1.2935800552368164,1.2935800552368164,1.1642221212387085,1.2935800552368164,nan,nan,nan,nan,nan,nan,nan,nan,nan
14,343,nan,15,11.643057242035866,11.658714684825348,1.3751744031906128,1.3751744031906128,1.237657070159912,1.3751744031906128,nan,nan,nan,nan,nan,nan,nan,nan,nan
15,359,nan,16,13.81544902920723,13.834324708287077,1.6005057096481323,1.6005057096481323,1.4404550790786743,1.6005057096481323,nan,nan,nan,nan,nan,nan,nan,nan,nan
16,416,nan,57,63.46484333276749,63.50951974984254,1.45582914352417,1.45582914352417,1.310246229171753,1.45582914352417,nan,nan,nan,nan,nan,nan,nan,nan,nan
