episode,total_steps,eval_reward_avg,ep_steps,reward,env_return,nominal_error_avg,residual_error_avg,dhat_norm_avg,uncertainty_avg,res_net_loss,rbf_loss,td_loss_avg,buffer_uncert_avg,sampled_uncert_avg,fresh_uncert_avg,rollout_uncert_avg,rollout_pass_rate,rollout_avg_horizon
1,18,nan,18,8.233960635960102,8.24507710648476,1.2520582675933838,1.2520582675933838,1.12685227394104,1.2520582675933838,nan,nan,nan,nan,nan,nan,nan,nan,nan
2,32,nan,14,11.401885222294368,11.402389270281843,1.2481701374053955,1.2481701374053955,1.1233532428741455,1.2481701374053955,nan,nan,nan,nan,nan,nan,nan,nan,nan
3,49,nan,17,14.905762746930122,14.9097463155867,1.5808290243148804,1.5808290243148804,1.422745943069458,1.5808290243148804,nan,nan,nan,nan,nan,nan,nan,nan,nan
4,80,nan,31,21.858694314956665,21.8632411440623,1.4908361434936523,1.4908361434936523,1.3417526483535767,1.4908361434936523,nan,nan,nan,nan,nan,nan,nan,nan,nan
5,106,nan,26,15.453088641166687,15.45804969919941,1.452610731124878,1.452610731124878,1.307349681854248,1.452610731124878,nan,nan,nan,nan,nan,nan,nan,nan,nan
6,120,nan,14,12.84854418411851,12.841457123057207,1.410970687866211,1.410970687866211,1.2698734998703003,1.410970687866211,nan,nan,nan,nan,nan,nan,nan,nan,nan
7,145,nan,25,16.570138216018677,16.588385786088782,1.3890981674194336,1.3890981674194336,1.2501882314682007,1.3890981674194336,nan,nan,nan,nan,nan,nan,nan,nan,nan
8,160,nan,15,13.983115807175636,13.989113957533629,1.4244436025619507,1.4244436025619507,1.2819992303848267,1.4244436025619507,nan,nan,nan,nan,nan,nan,nan,nan,nan
9,173,nan,13,9.512052118778229,9.511675053883417,1.4217718839645386,1.4217718839645386,1.2795945405960083,1.4217718839645386,nan,nan,nan,nan,nan,nan,nan,nan,nan
10,224,nan,51,38.88504693843424,38.88313373585613,1.4337735176086426,1.4337735176086426,1.290395975112915,1.4337735176086426,nan,nan,nan,nan,nan,nan,nan,nan,nan
11,234,nan,10,7.101582169532776,7.1032380576169505,1.3954410552978516,1.3954410552978516,1.2558969259262085,1.3954410552978516,nan,nan,nan,nan,nan,nan,nan,nan,nan
12,247,nan,13,11.0955581786111,11.091042344993324,1.5207093954086304,1.5207093954086304,1.368638277053833,1.5207093954086304,nan,nan,nan,nan,nan,nan,nan,nan,nan
13,270,nan,23,22.45140366256237,22.475197662515118,1.3909237384796143,1.3909237384796143,1.2518314123153687,1.3909237384796143,nan,nan,nan,nan,nan,nan,nan,nan,nan
14,285,nan,15,15.235790729522705,15.236482607211702,1.295091986656189,1.295091986656189,1.1655827760696411,1.295091986656189,nan,nan,nan,nan,nan,nan,nan,nan,nan
15,316,nan,31,31.683969974517822,31.695562944372448,1.5029103755950928,1.5029103755950928,1.352618932723999,1.5029103755950928,nan,nan,nan,nan,nan,nan,nan,nan,nan
16,346,nan,30,22.361753955483437,22.3886128016543,1.421592354774475,1.421592354774475,1.2794331312179565,1.421592354774475,nan,nan,nan,nan,nan,nan,nan,nan,nan
17,365,nan,19,12.321224004030228,12.33735585250902,1.2073131799697876,1.2073131799697876,1.0865819454193115,1.2073131799697876,nan,nan,nan,nan,nan,nan,nan,nan,nan
18,392,nan,27,27.702018663287163,27.71330329208895,1.4403901100158691,1.4403901100158691,1.2963510751724243,1.4403901100158691,nan,nan,nan,nan,nan,nan,nan,nan,nan
19,432,nan,40,28.518792301416397,28.545013801680795,1.5407798290252686,1.5407798290252686,1.3867017030715942,1.5407798290252686,nan,nan,nan,nan,nan,nan,nan,nan,nan
20,449,nan,17,10.704722464084625,10.707789734250408,1.4767765998840332,1.4767765998840332,1.3290988206863403,1.4767765998840332,nan,nan,nan,nan,nan,nan,nan,nan,nan
21,470,nan,21,10.415395274758339,10.423150981523163,1.401092767715454,1.401092767715454,1.2609834671020508,1.401092767715454,nan,nan,nan,nan,nan,nan,nan,nan,nan
22,478,nan,8,4.496465802192688,4.495386145021374,1.613473653793335,1.613473653793335,1.4521262645721436,1.613473653793335,nan,nan,nan,nan,nan,nan,nan,nan,nan
23,494,nan,16,15.089791290462017,15.088967334652732,1.4816901683807373,1.4816901683807373,1.3335211277008057,1.4816901683807373,nan,nan,nan,nan,nan,nan,nan,nan,nan
24,516,nan,22,12.038793936371803,12.06994743054668,1.2848752737045288,1.2848752737045288,1.1563878059387207,1.2848752737045288,nan,nan,nan,nan,nan,nan,nan,nan,nan
25,532,nan,16,8.470609441399574,8.474740188608465,1.4738848209381104,1.4738848209381104,1.3264963626861572,1.4738848209381104,nan,nan,nan,nan,nan,nan,nan,nan,nan
26,546,nan,14,6.572942703962326,6.575044379030142,1.3276910781860352,1.3276910781860352,1.194921851158142,1.3276910781860352,nan,nan,nan,nan,nan,nan,nan,nan,nan
27,565,nan,19,7.394111882895231,7.39139607006176,1.4154777526855469,1.4154777526855469,1.2739300727844238,1.4154777526855469,nan,nan,nan,nan,nan,nan,nan,nan,nan
28,583,nan,18,13.173868983983994,13.173000630194343,1.3858598470687866,1.3858598470687866,1.2472738027572632,1.3858598470687866,nan,nan,nan,nan,nan,nan,nan,nan,nan
29,601,nan,18,10.061558101326227,10.071461467273965,1.374240517616272,1.374240517616272,1.236816644668579,1.374240517616272,nan,nan,nan,nan,nan,nan,nan,nan,nan
30,617,nan,16,15.728510677814484,15.730840915458023,1.2976831197738647,1.2976831197738647,1.167914867401123,1.2976831197738647,nan,nan,nan,nan,nan,nan,nan,nan,nan
