seed,episode,total_steps,reward,nominal_error_avg,residual_error_avg,dhat_norm_avg,uncertainty_avg,res_net_loss,rbf_loss,td_loss_avg,episode_length,epsilon,buffer_uncert_avg,sampled_uncert_avg,fresh_uncert_avg,rollout_uncert_avg
4,99,17608,380.8442842364311,0.3516392111778259,0.4114071726799011,0.3146739602088928,0.4114071726799011,nan,nan,2.601523294036345,417,0.01,nan,nan,nan,nan
4,100,18009,370.31280517578125,0.35158032178878784,0.4122713506221771,0.31457236409187317,0.4122713506221771,nan,nan,2.5046466448251157,401,0.01,nan,nan,nan,nan
4,101,18501,454.34617525339127,0.35124102234840393,0.4120965600013733,0.3142684996128082,0.4120965600013733,nan,nan,2.708201962040395,492,0.01,nan,nan,nan,nan
4,102,19001,471.3892441391945,0.35116779804229736,0.4116763174533844,0.31422892212867737,0.4116763174533844,nan,nan,2.8675884441062807,500,0.01,nan,nan,nan,nan
4,103,19501,476.94896256923676,0.35139673948287964,0.41216549277305603,0.3144373893737793,0.41216549277305603,nan,nan,2.2665466722249983,500,0.01,nan,nan,nan,nan
4,104,20001,476.79757219552994,0.3513460159301758,0.412090003490448,0.314396470785141,0.412090003490448,nan,nan,2.6735069324076175,500,0.01,nan,nan,nan,nan
4,105,20501,479.4328468441963,0.35159099102020264,0.41199764609336853,0.31464579701423645,0.41199764609336853,nan,nan,2.8280043083503843,500,0.01,nan,nan,nan,nan
4,106,20906,374.881839632988,0.351352721452713,0.41210198402404785,0.31436821818351746,0.41210198402404785,nan,nan,3.302209328468889,405,0.01,nan,nan,nan,nan
4,107,21176,243.45600128173828,0.35094374418258667,0.4112060070037842,0.31397372484207153,0.4112060070037842,nan,nan,2.8049031576762595,270,0.01,nan,nan,nan,nan
4,108,21480,276.9358076453209,0.35131600499153137,0.411667138338089,0.314323365688324,0.411667138338089,nan,nan,3.214259150077899,304,0.01,nan,nan,nan,nan
4,109,21800,293.06678783893585,0.3507468104362488,0.4119478762149811,0.3137577474117279,0.4119478762149811,nan,nan,3.046759468317032,320,0.01,nan,nan,nan,nan
4,110,22068,240.69987386465073,0.3493608236312866,0.41068893671035767,0.3124554753303528,0.41068893671035767,nan,nan,2.9721196030481503,268,0.01,nan,nan,nan,nan
4,111,22393,295.43999511003494,0.34976035356521606,0.4110216796398163,0.3128567636013031,0.4110216796398163,nan,nan,2.721330102882348,325,0.01,nan,nan,nan,nan
4,112,22679,258.53972125053406,0.3496459126472473,0.41088002920150757,0.3127348721027374,0.41088002920150757,nan,nan,3.5593405686718014,286,0.01,nan,nan,nan,nan
4,113,22969,261.7392025589943,0.35062459111213684,0.411027729511261,0.31368014216423035,0.411027729511261,nan,nan,3.317699297093626,290,0.01,nan,nan,nan,nan
4,114,23469,465.9792399406433,0.3495728671550751,0.41065943241119385,0.3127213418483734,0.41065943241119385,nan,nan,2.8520794953256847,500,0.01,nan,nan,nan,nan
4,115,23969,481.91849088668823,0.3442319333553314,0.4129596948623657,0.30751553177833557,0.4129596948623657,nan,nan,3.180676352083683,500,0.01,nan,nan,nan,nan
4,116,24433,429.74600356817245,0.34647491574287415,0.4191911816596985,0.30954113602638245,0.4191911816596985,nan,nan,3.6745143695855917,464,0.01,nan,nan,nan,nan
4,117,24686,227.79901200532913,0.34963610768318176,0.42185455560684204,0.31254643201828003,0.42185455560684204,nan,nan,3.660458314716816,253,0.01,nan,nan,nan,nan
4,118,24923,212.2109357714653,0.349780410528183,0.4216477870941162,0.3127095699310303,0.4216477870941162,nan,nan,3.8509648600674193,237,0.01,nan,nan,nan,nan
4,119,25152,204.79876083135605,0.3506172001361847,0.4220326542854309,0.31351402401924133,0.4220326542854309,nan,nan,4.378598298098553,229,0.01,nan,nan,nan,nan
4,120,25384,208.14961290359497,0.35068076848983765,0.4218561053276062,0.31358620524406433,0.4218561053276062,nan,nan,4.365541819029528,232,0.01,nan,nan,nan,nan
4,121,25618,208.82586884498596,0.350245863199234,0.421806275844574,0.3131946325302124,0.421806275844574,nan,nan,3.313219642865917,234,0.01,nan,nan,nan,nan
4,122,25858,216.05379086732864,0.3505443334579468,0.42137327790260315,0.3135032057762146,0.42137327790260315,nan,nan,3.198696908882509,240,0.01,nan,nan,nan,nan
4,123,26141,256.5360776782036,0.3503284156322479,0.42141279578208923,0.31325459480285645,0.42141279578208923,nan,nan,3.2476399316319395,283,0.01,nan,nan,nan,nan
4,124,26503,334.7410982847214,0.350735604763031,0.42071637511253357,0.3136252164840698,0.42071637511253357,nan,nan,3.2179468899344403,362,0.01,nan,nan,nan,nan
4,125,26728,194.21619781851768,0.3499385714530945,0.4223814308643341,0.31282496452331543,0.4223814308643341,nan,nan,3.6648533258925786,225,0.01,nan,nan,nan,nan
4,126,27228,475.0916823744774,0.35047751665115356,0.4142202138900757,0.3134349286556244,0.4142202138900757,nan,nan,3.740563492111862,500,0.01,nan,nan,nan,nan
4,127,27728,481.1130020022392,0.3500315845012665,0.42012274265289307,0.3128415048122406,0.42012274265289307,nan,nan,3.365948340430856,500,0.01,nan,nan,nan,nan
4,128,28228,474.4726398587227,0.3490215837955475,0.4142764210700989,0.31202611327171326,0.4142764210700989,nan,nan,4.057504477113485,500,0.01,nan,nan,nan,nan
4,129,28728,471.68972474336624,0.34790217876434326,0.41466882824897766,0.31090429425239563,0.41466882824897766,nan,nan,4.704666030816734,500,0.01,nan,nan,nan,nan
4,130,29007,254.04447507858276,0.3479597866535187,0.4138936698436737,0.3110697269439697,0.4138936698436737,nan,nan,4.9247356732686365,279,0.01,nan,nan,nan,nan
4,131,29299,262.7071808576584,0.34860241413116455,0.4144457280635834,0.3115423619747162,0.4144457280635834,nan,nan,4.233339124532609,292,0.01,nan,nan,nan,nan
4,132,29651,316.7056790590286,0.34827134013175964,0.41565844416618347,0.3112475574016571,0.41565844416618347,nan,nan,4.513342703932098,352,0.01,nan,nan,nan,nan
4,133,29776,105.75459748506546,0.3488609194755554,0.41961708664894104,0.311716228723526,0.41961708664894104,nan,nan,5.938157222606241,125,0.01,nan,nan,nan,nan
4,134,29970,176.64259111881256,0.3501829206943512,0.42034661769866943,0.312961608171463,0.42034661769866943,nan,nan,5.51302947649046,194,0.01,nan,nan,nan,nan
4,135,30470,459.3084259033203,0.35129591822624207,0.4237149953842163,0.3139401376247406,0.4237149953842163,nan,nan,7.224500464454294,500,0.01,nan,nan,nan,nan
4,136,30672,165.2762951850891,0.3493834435939789,0.4243040978908539,0.31204360723495483,0.4243040978908539,nan,nan,7.049249577224255,202,0.01,nan,nan,nan,nan
4,137,30809,110.96541810035706,0.3485693335533142,0.4223008453845978,0.3114366829395294,0.4223008453845978,nan,nan,8.158702175032634,137,0.01,nan,nan,nan,nan
4,138,31019,186.56171250343323,0.34999534487724304,0.41959360241889954,0.3129745423793793,0.41959360241889954,nan,nan,6.921136830073028,210,0.01,nan,nan,nan,nan
4,139,31148,105.87362378835678,0.34924960136413574,0.42179834842681885,0.31227147579193115,0.42179834842681885,nan,nan,6.933937022338311,129,0.01,nan,nan,nan,nan
4,140,31277,106.00083070993423,0.3491911292076111,0.4219042658805847,0.31218352913856506,0.4219042658805847,nan,nan,7.112509422314663,129,0.01,nan,nan,nan,nan
4,141,31391,89.60776853561401,0.34765926003456116,0.42130109667778015,0.31085285544395447,0.42130106687545776,nan,nan,6.241546669128266,114,0.01,nan,nan,nan,nan
4,142,31492,71.53174412250519,0.34351789951324463,0.41943392157554626,0.30704736709594727,0.41943392157554626,nan,nan,8.473021924346686,101,0.01,nan,nan,nan,nan
4,143,31607,88.03052419424057,0.3449493646621704,0.4195725917816162,0.3083585202693939,0.4195725917816162,nan,nan,8.07852763371034,115,0.01,nan,nan,nan,nan
4,144,31705,67.32129311561584,0.3426115810871124,0.4195832312107086,0.3061746060848236,0.4195832312107086,nan,nan,8.043234320978323,98,0.01,nan,nan,nan,nan
4,145,31813,79.00847214460373,0.3448984920978546,0.41973763704299927,0.30835193395614624,0.41973763704299927,nan,nan,7.516059315949678,108,0.01,nan,nan,nan,nan
4,146,31915,74.42410451173782,0.343812495470047,0.4197654724121094,0.3073314130306244,0.4197654724121094,nan,nan,9.073192880004644,102,0.01,nan,nan,nan,nan
4,147,32045,103.41560328006744,0.34643644094467163,0.41940009593963623,0.30980315804481506,0.41940009593963623,nan,nan,6.3966341648537375,130,0.01,nan,nan,nan,nan
4,148,32158,86.54597383737564,0.34568890929222107,0.42017728090286255,0.30902299284935,0.42017728090286255,nan,nan,8.504028992761265,113,0.01,nan,nan,nan,nan
4,149,32304,120.18788516521454,0.34773629903793335,0.41973620653152466,0.31089574098587036,0.41973620653152466,nan,nan,7.284189517636384,146,0.01,nan,nan,nan,nan
4,150,32417,87.6911752820015,0.347427636384964,0.4212803542613983,0.3105926215648651,0.4212803542613983,nan,nan,7.396902196989818,113,0.01,nan,nan,nan,nan
4,151,32552,111.95452493429184,0.349074125289917,0.4215776324272156,0.3120873272418976,0.4215776324272156,nan,nan,6.613409932588155,135,0.01,nan,nan,nan,nan
4,152,32710,124.80754363536835,0.3466888666152954,0.42266222834587097,0.3096284866333008,0.42266222834587097,nan,nan,7.278206047862768,158,0.01,nan,nan,nan,nan
4,153,32838,99.10479170084,0.3468599021434784,0.42153817415237427,0.3098298907279968,0.42153817415237427,nan,nan,6.20455790553242,128,0.01,nan,nan,nan,nan
4,154,33338,448.14246010780334,0.34787553548812866,0.41699743270874023,0.31080880761146545,0.41699743270874023,nan,nan,6.580901854291558,500,0.01,nan,nan,nan,nan
4,155,33838,427.1227363348007,0.34769153594970703,0.42220887541770935,0.31038805842399597,0.42220887541770935,nan,nan,5.838753250256181,500,0.01,nan,nan,nan,nan
4,156,34330,432.4861466884613,0.34762537479400635,0.41917282342910767,0.3104133903980255,0.41917282342910767,nan,nan,6.969606394868116,492,0.01,nan,nan,nan,nan
4,157,34830,456.2433372139931,0.3486087918281555,0.42206239700317383,0.31141698360443115,0.42206239700317383,nan,nan,6.111362277299166,500,0.01,nan,nan,nan,nan
4,158,35278,403.6251165866852,0.35021981596946716,0.422675758600235,0.3129488527774811,0.422675758600235,nan,nan,7.194357984038916,448,0.01,nan,nan,nan,nan
4,159,35562,252.8661094903946,0.3499699831008911,0.42292362451553345,0.3127132058143616,0.42292362451553345,nan,nan,6.289112607416298,284,0.01,nan,nan,nan,nan
4,160,35799,207.16319006681442,0.3486784100532532,0.42276522517204285,0.3114694058895111,0.42276522517204285,nan,nan,7.006610163625168,237,0.01,nan,nan,nan,nan
4,161,35983,155.94169318675995,0.3466893136501312,0.4222765266895294,0.3095928728580475,0.4222765266895294,nan,nan,7.816702110982604,184,0.01,nan,nan,nan,nan
4,162,36043,43.95275962352753,0.33916202187538147,0.4124334156513214,0.3030034005641937,0.4124334156513214,nan,nan,7.70135408192873,60,0.01,nan,nan,nan,nan
4,163,36107,48.35889893770218,0.33982035517692566,0.4138885736465454,0.30352550745010376,0.4138885736465454,nan,nan,7.087173477808634,64,0.01,nan,nan,nan,nan
4,164,36313,170.7831071615219,0.3455886244773865,0.4228123724460602,0.30848073959350586,0.4228123724460602,nan,nan,7.700208698734641,206,0.01,nan,nan,nan,nan
4,165,36380,50.319902658462524,0.337443470954895,0.41308096051216125,0.30130887031555176,0.41308096051216125,nan,nan,7.102268289029598,67,0.01,nan,nan,nan,nan
4,166,36559,145.69511142373085,0.3400138020515442,0.41976502537727356,0.30329662561416626,0.41976502537727356,nan,nan,9.800409858367022,179,0.01,nan,nan,nan,nan
4,167,36774,177.25535833835602,0.3433478772640228,0.4219074249267578,0.30634698271751404,0.4219074249267578,nan,nan,9.76698381198304,215,0.01,nan,nan,nan,nan
4,168,37274,439.26005882024765,0.34614166617393494,0.4175451993942261,0.3091229796409607,0.4175451993942261,nan,nan,9.362107673525811,500,0.01,nan,nan,nan,nan
4,169,37774,442.77948892116547,0.3485022187232971,0.42200976610183716,0.3112233877182007,0.42200976610183716,nan,nan,11.494633075177669,500,0.01,nan,nan,nan,nan
4,170,38098,273.8921656012535,0.34984564781188965,0.4243848919868469,0.3124921917915344,0.4243848919868469,nan,nan,11.12297565881163,324,0.01,nan,nan,nan,nan
4,171,38313,185.3644096851349,0.3501002788543701,0.42388197779655457,0.31275635957717896,0.42388197779655457,nan,nan,9.526395934820176,215,0.01,nan,nan,nan,nan
4,172,38502,160.29665231704712,0.34821444749832153,0.42316246032714844,0.31099480390548706,0.42316246032714844,nan,nan,8.957013930214776,189,0.01,nan,nan,nan,nan
4,173,38675,148.36903780698776,0.34999027848243713,0.42329707741737366,0.31272923946380615,0.42329707741737366,nan,nan,11.541166585333206,173,0.01,nan,nan,nan,nan
4,174,38863,162.9899440407753,0.35059577226638794,0.42312249541282654,0.3132981061935425,0.42312249541282654,nan,nan,10.120679116414653,188,0.01,nan,nan,nan,nan
4,175,39043,154.45865029096603,0.3494848608970642,0.4229743182659149,0.31224870681762695,0.4229743182659149,nan,nan,12.63687310806579,180,0.01,nan,nan,nan,nan
4,176,39209,142.274291574955,0.3504215478897095,0.42344731092453003,0.31316062808036804,0.42344731092453003,nan,nan,12.369841320812702,166,0.01,nan,nan,nan,nan
4,177,39456,223.30874472856522,0.35104238986968994,0.4216853976249695,0.3137967884540558,0.4216853976249695,nan,nan,9.205353197455405,247,0.01,nan,nan,nan,nan
4,178,39629,149.91106700897217,0.35108092427253723,0.4235890209674835,0.3137839138507843,0.4235890209674835,nan,nan,9.457991658677074,173,0.01,nan,nan,nan,nan
4,179,39815,163.08080446720123,0.35109660029411316,0.42323458194732666,0.31380537152290344,0.42323458194732666,nan,nan,9.001365464097924,186,0.01,nan,nan,nan,nan
4,180,40006,168.02464717626572,0.3509877920150757,0.4231867790222168,0.31368768215179443,0.4231867790222168,nan,nan,10.510059800430348,191,0.01,nan,nan,nan,nan
4,181,40216,186.68695157766342,0.35109367966651917,0.4227396547794342,0.3138110339641571,0.4227396547794342,nan,nan,11.074682441495714,210,0.01,nan,nan,nan,nan
4,182,40427,187.282610476017,0.3511708974838257,0.4229825735092163,0.3138764798641205,0.4229825735092163,nan,nan,9.907626922073819,211,0.01,nan,nan,nan,nan
4,183,40669,218.65827322006226,0.35137924551963806,0.42233705520629883,0.314092218875885,0.42233705520629883,nan,nan,10.876206244404118,242,0.01,nan,nan,nan,nan
4,184,40902,210.27139419317245,0.3515205979347229,0.42250165343284607,0.31425076723098755,0.4225016236305237,nan,nan,10.780790989943172,233,0.01,nan,nan,nan,nan
4,185,41198,273.61039716005325,0.3514319658279419,0.42084431648254395,0.3142033517360687,0.42084431648254395,nan,nan,9.643756664878335,296,0.01,nan,nan,nan,nan
4,186,41466,244.31003254652023,0.3512454926967621,0.4219071567058563,0.3139737844467163,0.4219071567058563,nan,nan,10.29731266108843,268,0.01,nan,nan,nan,nan
4,187,41702,210.73071771860123,0.3512668311595917,0.42293286323547363,0.31393784284591675,0.42293286323547363,nan,nan,10.448168118298053,236,0.01,nan,nan,nan,nan
4,188,41914,185.04264795780182,0.35115814208984375,0.42392024397850037,0.31377533078193665,0.42392024397850037,nan,nan,11.753498704589548,212,0.01,nan,nan,nan,nan
4,189,42414,444.3424170613289,0.3512003719806671,0.42440855503082275,0.31379297375679016,0.42440855503082275,nan,nan,11.025281992733479,500,0.01,nan,nan,nan,nan
4,190,42914,435.3115000128746,0.35131797194480896,0.42538967728614807,0.3138580024242401,0.42538967728614807,nan,nan,10.017825824588538,500,0.01,nan,nan,nan,nan
4,191,43414,442.066717505455,0.35091665387153625,0.4247593283653259,0.3135225772857666,0.4247593283653259,nan,nan,10.057841228336097,500,0.01,nan,nan,nan,nan
4,192,43914,437.92914110422134,0.3498346507549286,0.4245436489582062,0.3124849200248718,0.4245436489582062,nan,nan,10.621333719074727,500,0.01,nan,nan,nan,nan
4,193,44414,456.6176345348358,0.35037392377853394,0.4235982894897461,0.3130316734313965,0.4235982894897461,nan,nan,10.885538815826177,500,0.01,nan,nan,nan,nan
4,194,44914,473.1925033926964,0.34938839077949524,0.4214259088039398,0.3121875822544098,0.4214259088039398,nan,nan,12.679032385915518,500,0.01,nan,nan,nan,nan
4,195,45414,477.29468154907227,0.35036206245422363,0.4217420518398285,0.3131102919578552,0.4217420518398285,nan,nan,14.270194226711988,500,0.01,nan,nan,nan,nan
4,196,45914,482.9831733107567,0.3505811095237732,0.42111968994140625,0.31334802508354187,0.42111968994140625,nan,nan,13.893996732592583,500,0.01,nan,nan,nan,nan
4,197,46414,484.5359585285187,0.34983402490615845,0.42055949568748474,0.31265538930892944,0.42055949568748474,nan,nan,14.111514731109143,500,0.01,nan,nan,nan,nan
4,198,46821,366.15241783857346,0.3424232602119446,0.41687649488449097,0.3056899905204773,0.41687649488449097,nan,nan,15.769600324630737,407,0.01,nan,nan,nan,nan
4,199,47321,462.45483869314194,0.3458218276500702,0.42026177048683167,0.30881187319755554,0.42026177048683167,nan,nan,14.83512123438716,500,0.01,nan,nan,nan,nan
4,200,47821,438.65733259916306,0.3366093635559082,0.41368240118026733,0.3001789450645447,0.41368240118026733,nan,nan,15.958803592324257,500,0.01,nan,nan,nan,nan
5,1,21,6.636578917503357,0.3437947630882263,0.40616121888160706,0.3080712854862213,0.40616121888160706,nan,nan,nan,21,1.0,nan,nan,nan,nan
5,2,56,23.05527627468109,0.3520136773586273,0.4264363944530487,0.3139394521713257,0.4264363944530487,nan,nan,nan,35,1.0,nan,nan,nan,nan
5,3,75,7.176831960678101,0.35236606001853943,0.44530683755874634,0.3123452663421631,0.44530683755874634,nan,nan,nan,19,1.0,nan,nan,nan,nan
5,4,89,1.8215847611427307,0.3522682189941406,0.36656826734542847,0.3206121325492859,0.36656826734542847,nan,nan,nan,14,1.0,nan,nan,nan,nan
5,5,103,1.5876163840293884,0.355895072221756,0.3672420084476471,0.3240916430950165,0.3672420084476471,nan,nan,nan,14,1.0,nan,nan,nan,nan
5,6,114,-0.9893496036529541,0.34650900959968567,0.36228248476982117,0.3154100179672241,0.36228248476982117,nan,nan,nan,11,1.0,nan,nan,nan,nan
5,7,129,3.0447781682014465,0.3577829599380493,0.3419693112373352,0.32905909419059753,0.3419693112373352,nan,nan,nan,15,1.0,nan,nan,nan,nan
5,8,149,6.966030418872833,0.35004106163978577,0.38239023089408875,0.3166077136993408,0.38239023089408875,nan,nan,nan,20,1.0,nan,nan,nan,nan
5,9,169,7.539977431297302,0.3499606251716614,0.422995001077652,0.31233876943588257,0.422995001077652,nan,nan,nan,20,1.0,nan,nan,nan,nan
5,10,185,4.328364610671997,0.3563618063926697,0.36319106817245483,0.32509419322013855,0.36319106817245483,nan,nan,nan,16,1.0,nan,nan,nan,nan
5,11,201,3.6659942269325256,0.3553570508956909,0.37259986996650696,0.32298335433006287,0.37259986996650696,nan,nan,nan,16,0.995,nan,nan,nan,nan
5,12,253,36.14404845237732,0.3458166718482971,0.3881380259990692,0.3120936155319214,0.3881380259990692,nan,nan,nan,52,0.7666961448653229,nan,nan,nan,nan
5,13,271,5.561795711517334,0.3542502522468567,0.37529951333999634,0.32158735394477844,0.37529951333999634,nan,nan,5.292675173282623,18,0.7005493475733617,nan,nan,nan,nan
5,14,284,1.270944356918335,0.35365235805511475,0.35850921273231506,0.32289907336235046,0.35850921273231506,nan,nan,5.815017330646515,13,0.6563549768288433,nan,nan,nan,nan
5,15,302,6.0692890882492065,0.36172881722450256,0.36045244336128235,0.33079370856285095,0.36045244336128235,nan,nan,4.724807810783386,18,0.5997278763867329,nan,nan,nan,nan
5,16,327,11.09178352355957,0.33588889241218567,0.3503137528896332,0.30667269229888916,0.3503137528896332,nan,nan,4.251122796535492,25,0.5290920728090721,nan,nan,nan,nan
5,17,340,1.3291183710098267,0.363397479057312,0.33447137475013733,0.3354071080684662,0.33447137475013733,nan,nan,3.700919008255005,13,0.49571413690105054,nan,nan,nan,nan
5,18,355,1.708590567111969,0.3409956097602844,0.4015139639377594,0.30581486225128174,0.4015139639377594,nan,nan,3.360384464263916,15,0.4598090507939749,nan,nan,nan,nan
5,19,366,-0.7724149823188782,0.36053475737571716,0.318816214799881,0.3344130218029022,0.318816214799881,nan,nan,3.286223888397217,11,0.4351424010585501,nan,nan,nan,nan
5,20,383,3.049947202205658,0.33344709873199463,0.39349761605262756,0.29924771189689636,0.39349761605262756,nan,nan,3.2227016270160673,17,0.3995984329713264,nan,nan,nan,nan
5,21,400,4.477694153785706,0.35091474652290344,0.4320131540298462,0.3123619854450226,0.4320131540298462,nan,nan,3.2146595239639284,17,0.3669578217261671,nan,nan,nan,nan
5,22,412,-0.006933093070983887,0.3344564139842987,0.41287168860435486,0.29821184277534485,0.41287168860435486,nan,nan,3.0505629181861877,12,0.3455358541129786,nan,nan,nan,nan
5,23,439,10.451310813426971,0.33851906657218933,0.4026598632335663,0.3032684326171875,0.4026598632335663,nan,nan,2.766301545500755,27,0.3017979588795719,nan,nan,nan,nan
5,24,449,-1.8748093247413635,0.3548792898654938,0.483132541179657,0.3110302686691284,0.483132541179657,nan,nan,2.9090792655944826,10,0.28704309604425327,nan,nan,nan,nan
5,25,461,0.06262505054473877,0.3518270254135132,0.44952192902565,0.31147658824920654,0.44952192902565,nan,nan,2.638912957906723,12,0.2702863258025825,nan,nan,nan,nan
5,26,473,-0.04387974739074707,0.3573121130466461,0.47224393486976624,0.31449148058891296,0.47224393486976624,nan,nan,2.588501912355423,12,0.25450776877280124,nan,nan,nan,nan
5,27,484,-1.1340299844741821,0.35327842831611633,0.44814059138298035,0.31303834915161133,0.44814059138298035,nan,nan,2.1930271983146667,11,0.2408545925762412,nan,nan,nan,nan
5,28,500,3.6477615237236023,0.35330522060394287,0.44064807891845703,0.31379640102386475,0.44064807891845703,nan,nan,2.1888234674930573,16,0.22229219984074702,nan,nan,nan,nan
5,29,511,-1.409671425819397,0.3448694944381714,0.422132670879364,0.3075082302093506,0.422132670879364,nan,nan,2.066531616449356,11,0.21036724137609603,nan,nan,nan,nan
5,30,523,0.159155011177063,0.366979718208313,0.3385092318058014,0.3384428322315216,0.3385092318058014,nan,nan,2.1247062563896177,12,0.19808659230739353,nan,nan,nan,nan
5,31,532,-2.5519363284111023,0.36630547046661377,0.30379435420036316,0.34182924032211304,0.30379435420036316,nan,nan,nan,9,0.18934890919900021,nan,nan,nan,nan
5,32,543,-0.8433802723884583,0.3580746054649353,0.317110538482666,0.33224326372146606,0.317110538482666,nan,nan,1.9283044159412384,11,0.17919120740315364,nan,nan,nan,nan
5,33,552,-2.593329131603241,0.3671051263809204,0.3037830591201782,0.3426353335380554,0.3037830591201782,nan,nan,nan,9,0.1712870076899825,nan,nan,nan,nan
5,34,561,-2.4847351908683777,0.3647860288619995,0.3023078143596649,0.3404425382614136,0.3023078143596649,nan,nan,nan,9,0.16373146555890544,nan,nan,nan,nan
5,35,570,-2.910019040107727,0.37387701869010925,0.3083730936050415,0.34885087609291077,0.3083730936050415,nan,nan,nan,9,0.15650920157696743,nan,nan,nan,nan
5,36,580,-1.7060952186584473,0.35426419973373413,0.31619149446487427,0.3285427689552307,0.31619149446487427,nan,nan,1.5521108776330947,10,0.14885748713096328,nan,nan,nan,nan
5,37,1080,483.5674339532852,0.3512724041938782,0.3993763327598572,0.3157402276992798,0.3993763029575348,nan,nan,0.4944766756594181,500,0.012142582314594924,nan,nan,nan,nan
5,38,1580,496.22733759880066,0.3518611192703247,0.40118664503097534,0.31622302532196045,0.40118664503097534,nan,nan,0.3651617913842201,500,0.01,nan,nan,nan,nan
5,39,1846,245.47548121213913,0.35132449865341187,0.4065910875797272,0.3154270052909851,0.4065910875797272,nan,nan,0.45618639157082025,266,0.01,nan,nan,nan,nan
5,40,1995,127.45525008440018,0.35032445192337036,0.40679723024368286,0.31453943252563477,0.40679723024368286,nan,nan,0.9338385532743164,149,0.01,nan,nan,nan,nan
5,41,2152,136.04713809490204,0.34949469566345215,0.40600165724754333,0.3137933015823364,0.40600165724754333,nan,nan,1.1699009601523478,157,0.01,nan,nan,nan,nan
5,42,2319,142.25324130058289,0.34883809089660645,0.40696200728416443,0.313081294298172,0.40696200728416443,nan,nan,1.5486379974987359,167,0.01,nan,nan,nan,nan
5,43,2819,449.5814054608345,0.3476306200027466,0.4045488238334656,0.31215721368789673,0.4045488238334656,nan,nan,1.892581399127841,500,0.01,nan,nan,nan,nan
5,44,3319,451.3870255947113,0.34658360481262207,0.4025101363658905,0.31130048632621765,0.4025101065635681,nan,nan,2.5317299358695746,500,0.01,nan,nan,nan,nan
5,45,3819,483.39933282136917,0.34672296047210693,0.40215757489204407,0.311370313167572,0.40215757489204407,nan,nan,3.025693090900779,500,0.01,nan,nan,nan,nan
5,46,4319,487.98474460840225,0.34674346446990967,0.40114790201187134,0.31144979596138,0.40114790201187134,nan,nan,3.5543843476325274,500,0.01,nan,nan,nan,nan
5,47,4819,491.7359121441841,0.3490983247756958,0.40103885531425476,0.31366080045700073,0.40103885531425476,nan,nan,3.9263661569058894,500,0.01,nan,nan,nan,nan
5,48,5319,470.2074518799782,0.348296195268631,0.398255854845047,0.31314581632614136,0.398255854845047,nan,nan,4.223297063201666,500,0.01,nan,nan,nan,nan
5,49,5819,481.00307726860046,0.3481805920600891,0.39722368121147156,0.3130544424057007,0.39722368121147156,nan,nan,4.662747197657824,500,0.01,nan,nan,nan,nan
5,50,6231,370.2436262369156,0.34664443135261536,0.39298442006111145,0.31189608573913574,0.39298442006111145,nan,nan,5.362926248969829,412,0.01,nan,nan,nan,nan
5,51,6411,155.4712197780609,0.34545063972473145,0.390729695558548,0.3108583688735962,0.390729695558548,nan,nan,5.323649447162946,180,0.01,nan,nan,nan,nan
5,52,6561,126.9854434132576,0.3454519510269165,0.3912716209888458,0.3108324110507965,0.3912716209888458,nan,nan,7.715556275298198,150,0.01,nan,nan,nan,nan
5,53,6725,135.9815422296524,0.34707942605018616,0.3925071358680725,0.3123170733451843,0.3925071358680725,nan,nan,7.2525878502056,164,0.01,nan,nan,nan,nan
5,54,6910,159.92879331111908,0.3481157124042511,0.3939962089061737,0.3131806552410126,0.3939962089061737,nan,nan,7.925051271832651,185,0.01,nan,nan,nan,nan
5,55,7090,149.13469618558884,0.3461366891860962,0.393596351146698,0.31135618686676025,0.393596351146698,nan,nan,9.136651730371845,180,0.01,nan,nan,nan,nan
5,56,7252,136.07315915822983,0.34743183851242065,0.39283016324043274,0.31263577938079834,0.39283016324043274,nan,nan,9.016785025922582,162,0.01,nan,nan,nan,nan
5,57,7710,419.21107536554337,0.3488212525844574,0.3962508738040924,0.3136667311191559,0.3962508738040924,nan,nan,8.527342987689707,458,0.01,nan,nan,nan,nan
5,58,8009,247.66050380468369,0.3469407856464386,0.4049016833305359,0.3115450441837311,0.4049016833305359,nan,nan,8.673063209858434,299,0.01,nan,nan,nan,nan
5,59,8322,267.56233245134354,0.3455405831336975,0.4033195674419403,0.3103008270263672,0.4033195674419403,nan,nan,8.800566065215296,313,0.01,nan,nan,nan,nan
5,60,8452,102.50631242990494,0.3460880517959595,0.3921976089477539,0.311415433883667,0.3921976089477539,nan,nan,7.442082850978925,130,0.01,nan,nan,nan,nan
5,61,8584,104.22148811817169,0.34568020701408386,0.39185404777526855,0.31107065081596375,0.39185404777526855,nan,nan,8.987361886753487,132,0.01,nan,nan,nan,nan
5,62,8715,102.54480475187302,0.3453937768936157,0.39021196961402893,0.31096017360687256,0.39021196961402893,nan,nan,8.172140704783109,131,0.01,nan,nan,nan,nan
5,63,9145,402.6855598092079,0.34804579615592957,0.39876580238342285,0.31282851099967957,0.39876580238342285,nan,nan,8.371018364817598,430,0.01,nan,nan,nan,nan
5,64,9455,283.73656356334686,0.348236620426178,0.3968272805213928,0.31314489245414734,0.3968272805213928,nan,nan,8.360035904232532,310,0.01,nan,nan,nan,nan
