seed,episode,total_steps,reward,nominal_error_avg,residual_error_avg,dhat_norm_avg,uncertainty_avg,res_net_loss,rbf_loss,td_loss_avg,episode_length,epsilon,buffer_uncert_avg,sampled_uncert_avg,fresh_uncert_avg,rollout_uncert_avg
1,27,1963,287.0069782137871,0.3459891080856323,0.394126832485199,0.310063898563385,0.394126832485199,nan,nan,0.46667278617096597,327,0.01,nan,nan,nan,nan
1,28,2463,459.93324142694473,0.34490203857421875,0.3887627422809601,0.3096272349357605,0.3887627422809601,nan,nan,0.691123497992754,500,0.01,nan,nan,nan,nan
1,29,2963,487.3601559996605,0.3479921221733093,0.3961801528930664,0.3119722604751587,0.3961801528930664,nan,nan,0.8553468820266426,500,0.01,nan,nan,nan,nan
1,30,3463,494.7001922726631,0.3496265113353729,0.3973524868488312,0.3135016858577728,0.3973524868488312,nan,nan,1.1078947048261762,500,0.01,nan,nan,nan,nan
1,31,3963,491.76506716012955,0.3477383553981781,0.39420586824417114,0.31192272901535034,0.39420586824417114,nan,nan,1.5104909572340548,500,0.01,nan,nan,nan,nan
1,32,4463,492.72427701950073,0.34928759932518005,0.3961803615093231,0.31328412890434265,0.3961803615093231,nan,nan,1.9749905173033475,500,0.01,nan,nan,nan,nan
1,33,4897,390.0370578765869,0.3467577397823334,0.3935721218585968,0.3111704885959625,0.3935721218585968,nan,nan,2.3049237991834794,434,0.01,nan,nan,nan,nan
1,34,5397,466.66688972711563,0.34871071577072144,0.401321679353714,0.3122205138206482,0.401321679353714,nan,nan,2.4900237087979913,500,0.01,nan,nan,nan,nan
1,35,5897,467.62973058223724,0.34710362553596497,0.38897809386253357,0.3117850422859192,0.38897809386253357,nan,nan,2.7916972612813113,500,0.01,nan,nan,nan,nan
1,36,6075,151.4813859462738,0.34852883219718933,0.40248578786849976,0.31241175532341003,0.40248578786849976,nan,nan,2.57647741018411,178,0.01,nan,nan,nan,nan
1,37,6327,226.2920322418213,0.3485826849937439,0.4047257900238037,0.31201276183128357,0.4047257900238037,nan,nan,2.966583042025566,252,0.01,nan,nan,nan,nan
1,38,6564,203.64839607477188,0.34924307465553284,0.40900832414627075,0.3122711777687073,0.40900832414627075,nan,nan,3.0183439528650564,237,0.01,nan,nan,nan,nan
1,39,6725,135.6557075381279,0.34655123949050903,0.4013165831565857,0.3104931712150574,0.4013165831565857,nan,nan,3.4098952455678955,161,0.01,nan,nan,nan,nan
1,40,6888,131.72985708713531,0.34847041964530945,0.4089711606502533,0.3115527629852295,0.4089711606502533,nan,nan,3.8849570042220876,163,0.01,nan,nan,nan,nan
1,41,7056,137.93266713619232,0.34674885869026184,0.4036071300506592,0.31044840812683105,0.4036071300506592,nan,nan,3.9551316691562532,168,0.01,nan,nan,nan,nan
1,42,7193,112.0917296409607,0.3472035527229309,0.40272194147109985,0.3110964894294739,0.40272194147109985,nan,nan,4.1837984878569845,137,0.01,nan,nan,nan,nan
1,43,7348,129.41123116016388,0.3461197018623352,0.4012693464756012,0.31013956665992737,0.4012693464756012,nan,nan,4.325037061969439,155,0.01,nan,nan,nan,nan
1,44,7510,129.84181690216064,0.3429865837097168,0.3978143334388733,0.3072851896286011,0.3978143334388733,nan,nan,4.800185159407556,162,0.01,nan,nan,nan,nan
1,45,7681,141.62783014774323,0.3432977795600891,0.3978850245475769,0.3075878620147705,0.3978850245475769,nan,nan,4.8656503757133205,171,0.01,nan,nan,nan,nan
1,46,7843,129.00287854671478,0.3439399302005768,0.399124413728714,0.30816203355789185,0.399124413728714,nan,nan,5.244059602450579,162,0.01,nan,nan,nan,nan
1,47,8113,224.70522248744965,0.3415243923664093,0.3978417217731476,0.3057114779949188,0.3978417217731476,nan,nan,4.843126492919745,270,0.01,nan,nan,nan,nan
1,48,8586,405.7037137746811,0.3412112891674042,0.3955875039100647,0.30529192090034485,0.3955875039100647,nan,nan,4.850042669681159,473,0.01,nan,nan,nan,nan
1,49,9086,479.93751126527786,0.34296688437461853,0.3847741186618805,0.3080543577671051,0.3847741186618805,nan,nan,4.595278569318354,500,0.01,nan,nan,nan,nan
1,50,9586,478.56891477108,0.3485388159751892,0.3925830125808716,0.3129025399684906,0.3925830125808716,nan,nan,5.064995680123568,500,0.01,nan,nan,nan,nan
1,51,10086,480.20350682735443,0.34862762689590454,0.392507940530777,0.31298595666885376,0.392507940530777,nan,nan,5.5717474864423275,500,0.01,nan,nan,nan,nan
1,52,10586,468.6600367426872,0.34792453050613403,0.3915097713470459,0.3123684823513031,0.3915097713470459,nan,nan,5.842439449690282,500,0.01,nan,nan,nan,nan
1,53,10646,44.87100809812546,0.338090717792511,0.3756430745124817,0.3043857216835022,0.3756430745124817,nan,nan,5.9106237221509215,60,0.01,nan,nan,nan,nan
1,54,11146,472.12473022937775,0.3418537676334381,0.3895195424556732,0.3065776228904724,0.3895195424556732,nan,nan,6.485597706541419,500,0.01,nan,nan,nan,nan
1,55,11646,472.22983944416046,0.3456750512123108,0.391715943813324,0.3101102113723755,0.391715943813324,nan,nan,6.974261393792927,500,0.01,nan,nan,nan,nan
1,56,12146,466.56708693504333,0.3414585590362549,0.3833880126476288,0.3066766858100891,0.3833880126476288,nan,nan,6.758047969639302,500,0.01,nan,nan,nan,nan
1,57,12646,461.34816455841064,0.34573009610176086,0.38928595185279846,0.3103172779083252,0.38928595185279846,nan,nan,6.961356242284179,500,0.01,nan,nan,nan,nan
1,58,13146,469.8759307861328,0.3416541814804077,0.38302960991859436,0.3069131374359131,0.38302960991859436,nan,nan,7.586086495235563,500,0.01,nan,nan,nan,nan
1,59,13646,471.28856134414673,0.3426618278026581,0.38564297556877136,0.30765217542648315,0.38564297556877136,nan,nan,7.416357673287392,500,0.01,nan,nan,nan,nan
1,60,14146,474.7487636208534,0.3418256342411041,0.38601917028427124,0.306770920753479,0.38601914048194885,nan,nan,8.08140809032321,500,0.01,nan,nan,nan,nan
1,61,14646,476.8603448867798,0.34229376912117004,0.3848862051963806,0.3073863387107849,0.3848862051963806,nan,nan,8.643199059978128,500,0.01,nan,nan,nan,nan
1,62,15146,476.3999428153038,0.343715101480484,0.3891867399215698,0.3083556592464447,0.3891867399215698,nan,nan,8.533921972617508,500,0.01,nan,nan,nan,nan
1,63,15646,472.0399001836777,0.343473881483078,0.3885747492313385,0.30818992853164673,0.3885747492313385,nan,nan,9.166552201837302,500,0.01,nan,nan,nan,nan
1,64,16146,461.49345767498016,0.3429107069969177,0.38636159896850586,0.30780646204948425,0.38636159896850586,nan,nan,10.752257506281138,500,0.01,nan,nan,nan,nan
1,65,16646,451.9791514277458,0.3456884026527405,0.3914211094379425,0.3100179135799408,0.3914211094379425,nan,nan,9.845206938445568,500,0.01,nan,nan,nan,nan
1,66,17118,401.4534336924553,0.3443763256072998,0.3870340883731842,0.3091086745262146,0.3870340883731842,nan,nan,10.830511631658103,472,0.01,nan,nan,nan,nan
1,67,17511,339.4379594027996,0.34532007575035095,0.3903634548187256,0.3097328543663025,0.3903634548187256,nan,nan,11.14279995451753,393,0.01,nan,nan,nan,nan
1,68,17612,78.33226752281189,0.3408634066581726,0.3871537744998932,0.30545055866241455,0.3871537744998932,nan,nan,11.775936436951161,101,0.01,nan,nan,nan,nan
1,69,17682,49.87494254112244,0.33757156133651733,0.39482763409614563,0.30122992396354675,0.39482763409614563,nan,nan,12.791420457299267,70,0.01,nan,nan,nan,nan
1,70,17739,34.84489321708679,0.338222861289978,0.40236008167266846,0.30096811056137085,0.40236008167266846,nan,nan,13.47649274110794,57,0.01,nan,nan,nan,nan
1,71,18239,421.64876395463943,0.33467772603034973,0.3717043697834015,0.30094674229621887,0.3717043697834015,nan,nan,13.164837495446205,500,0.01,nan,nan,nan,nan
1,72,18334,69.89621067047119,0.3398090600967407,0.38826218247413635,0.3042619824409485,0.38826218247413635,nan,nan,14.285173825091785,95,0.01,nan,nan,nan,nan
1,73,18546,180.41635632514954,0.34093785285949707,0.38956791162490845,0.30542588233947754,0.38956791162490845,nan,nan,12.817801202443384,212,0.01,nan,nan,nan,nan
1,74,18741,161.91660663485527,0.34009578824043274,0.38793453574180603,0.3047336935997009,0.38793453574180603,nan,nan,12.879307800139252,195,0.01,nan,nan,nan,nan
1,75,19150,350.16811966896057,0.3411780893802643,0.3849349617958069,0.30616655945777893,0.3849349617958069,nan,nan,14.235631110444665,409,0.01,nan,nan,nan,nan
1,76,19650,458.3571761250496,0.3400292992591858,0.38350510597229004,0.3053385615348816,0.38350510597229004,nan,nan,14.866133811458946,500,0.01,nan,nan,nan,nan
1,77,20150,443.79534643888474,0.3362863063812256,0.3842124044895172,0.3016572594642639,0.3842124044895172,nan,nan,14.925202391892672,500,0.01,nan,nan,nan,nan
1,78,20650,436.98579186201096,0.3400850296020508,0.3930680751800537,0.3046170175075531,0.3930680751800537,nan,nan,15.83505587169528,500,0.01,nan,nan,nan,nan
1,79,21150,441.5568856596947,0.34562188386917114,0.403624951839447,0.3091001808643341,0.403624951839447,nan,nan,17.3121165073812,500,0.01,nan,nan,nan,nan
1,80,21650,438.789912879467,0.34760627150535583,0.4064198434352875,0.3108113408088684,0.4064198434352875,nan,nan,16.625476612120867,500,0.01,nan,nan,nan,nan
1,81,21759,85.47817432880402,0.34381064772605896,0.39656105637550354,0.307849258184433,0.39656105637550354,nan,nan,18.751612175256014,109,0.01,nan,nan,nan,nan
1,82,22259,412.0479158759117,0.34461286664009094,0.40045762062072754,0.3084406554698944,0.40045762062072754,nan,nan,17.14714833214879,500,0.01,nan,nan,nan,nan
1,83,22759,417.3545780777931,0.3447697162628174,0.4016541838645935,0.30847692489624023,0.4016541838645935,nan,nan,18.3334125803411,500,0.01,nan,nan,nan,nan
1,84,23259,422.75346624851227,0.3464686870574951,0.4051356315612793,0.3098331391811371,0.4051356315612793,nan,nan,17.919364549338816,500,0.01,nan,nan,nan,nan
1,85,23759,426.56356275081635,0.3485914170742035,0.41002601385116577,0.311471551656723,0.41002601385116577,nan,nan,18.421411122202873,500,0.01,nan,nan,nan,nan
1,86,24259,440.39514046907425,0.3498042821884155,0.41098350286483765,0.31255432963371277,0.41098350286483765,nan,nan,19.21576914769411,500,0.01,nan,nan,nan,nan
1,87,24759,451.3557556271553,0.3501976430416107,0.41042280197143555,0.312976598739624,0.41042280197143555,nan,nan,19.184350771024825,500,0.01,nan,nan,nan,nan
1,88,25259,453.21801137924194,0.35008758306503296,0.4099681079387665,0.3129035532474518,0.4099681079387665,nan,nan,19.66972322614491,500,0.01,nan,nan,nan,nan
1,89,25759,455.3536558151245,0.3491132855415344,0.4070112109184265,0.31219348311424255,0.4070112109184265,nan,nan,19.324405991464854,500,0.01,nan,nan,nan,nan
1,90,26259,452.1232598423958,0.3471378684043884,0.4040498733520508,0.31052935123443604,0.4040498733520508,nan,nan,18.11969251522422,500,0.01,nan,nan,nan,nan
1,91,26759,447.65322709083557,0.3446011245250702,0.39928826689720154,0.30846667289733887,0.39928826689720154,nan,nan,19.361519543871285,500,0.01,nan,nan,nan,nan
1,92,27259,454.26240253448486,0.3449605405330658,0.3991698622703552,0.3088185787200928,0.3991698622703552,nan,nan,20.693247390925883,500,0.01,nan,nan,nan,nan
1,93,27759,452.38753616809845,0.3459159731864929,0.40138232707977295,0.30956727266311646,0.40138232707977295,nan,nan,19.635349509432913,500,0.01,nan,nan,nan,nan
1,94,28259,454.7263454198837,0.34424901008605957,0.39801421761512756,0.3082433044910431,0.39801421761512756,nan,nan,19.02299189712107,500,0.01,nan,nan,nan,nan
1,95,28636,334.7430318593979,0.34285953640937805,0.39581596851348877,0.30700162053108215,0.39581596851348877,nan,nan,20.926107999622015,377,0.01,nan,nan,nan,nan
1,96,29136,476.6877851486206,0.34774914383888245,0.4008384943008423,0.31136322021484375,0.4008384943008423,nan,nan,18.41611757387221,500,0.01,nan,nan,nan,nan
1,97,29636,477.7049623131752,0.34846028685569763,0.4024072289466858,0.31191346049308777,0.4024072289466858,nan,nan,18.97844354081154,500,0.01,nan,nan,nan,nan
1,98,30136,480.1209462881088,0.3511451482772827,0.40782514214515686,0.3140834867954254,0.40782514214515686,nan,nan,19.975597125142812,500,0.01,nan,nan,nan,nan
1,99,30636,483.7445402741432,0.35046643018722534,0.40560224652290344,0.31358128786087036,0.40560224652290344,nan,nan,20.27171499598026,500,0.01,nan,nan,nan,nan
1,100,31136,444.2215546965599,0.3440091609954834,0.385253369808197,0.3089771866798401,0.385253369808197,nan,nan,18.5727949745059,500,0.01,nan,nan,nan,nan
1,101,31636,484.83208453655243,0.3492896854877472,0.4009956121444702,0.3128681480884552,0.4009956121444702,nan,nan,19.407851359903812,500,0.01,nan,nan,nan,nan
1,102,32136,421.72928804159164,0.3431685268878937,0.3824886381626129,0.30836546421051025,0.3824886381626129,nan,nan,19.99656674976647,500,0.01,nan,nan,nan,nan
1,103,32530,327.25711965560913,0.342564195394516,0.3997265100479126,0.30647873878479004,0.3997265100479126,nan,nan,18.171834889742044,394,0.01,nan,nan,nan,nan
1,104,33030,451.2599951028824,0.3404969871044159,0.38279712200164795,0.30572792887687683,0.38279712200164795,nan,nan,19.683010581314562,500,0.01,nan,nan,nan,nan
1,105,33373,285.2899534404278,0.3396148085594177,0.3930910527706146,0.3041854500770569,0.3930910527706146,nan,nan,19.86417958990616,343,0.01,nan,nan,nan,nan
1,106,33873,469.09991639852524,0.34130969643592834,0.38475313782691956,0.30640295147895813,0.38475313782691956,nan,nan,19.15776360462606,500,0.01,nan,nan,nan,nan
1,107,34186,266.8758621811867,0.34165993332862854,0.3790363073348999,0.30728960037231445,0.3790363073348999,nan,nan,18.339006507949485,313,0.01,nan,nan,nan,nan
1,108,34686,417.15536415576935,0.33930832147598267,0.3788837194442749,0.30486050248146057,0.3788837194442749,nan,nan,18.717871750697494,500,0.01,nan,nan,nan,nan
1,109,34871,141.57361900806427,0.3360554277896881,0.36804190278053284,0.30264076590538025,0.36804190278053284,nan,nan,19.513527999818326,185,0.01,nan,nan,nan,nan
1,110,35121,208.07548993825912,0.3397662341594696,0.3751114308834076,0.30574217438697815,0.3751114308834076,nan,nan,19.66666530317068,250,0.01,nan,nan,nan,nan
1,111,35392,221.8910705447197,0.33988136053085327,0.37916484475135803,0.3053988814353943,0.37916484475135803,nan,nan,19.315453934973036,271,0.01,nan,nan,nan,nan
1,112,35573,145.8576339483261,0.3381883502006531,0.3739285171031952,0.30419373512268066,0.3739285171031952,nan,nan,19.898496287150515,181,0.01,nan,nan,nan,nan
1,113,35841,212.0334366261959,0.33652618527412415,0.3731901943683624,0.30257415771484375,0.3731901943683624,nan,nan,19.360426956701737,268,0.01,nan,nan,nan,nan
1,114,36010,127.7176122367382,0.3359628915786743,0.36937952041625977,0.3023572564125061,0.36937952041625977,nan,nan,21.393160982057452,169,0.01,nan,nan,nan,nan
1,115,36174,135.0445966720581,0.3389771282672882,0.3770270347595215,0.3046860992908478,0.3770270347595215,nan,nan,18.375580019690098,164,0.01,nan,nan,nan,nan
1,116,36360,154.6683714389801,0.3377380669116974,0.3790764808654785,0.3032115697860718,0.3790764808654785,nan,nan,19.420369746370447,186,0.01,nan,nan,nan,nan
1,117,36531,141.57180219888687,0.34042710065841675,0.38118261098861694,0.30570217967033386,0.38118261098861694,nan,nan,19.921522543623166,171,0.01,nan,nan,nan,nan
1,118,36699,139.74813276529312,0.3397877812385559,0.38314881920814514,0.3048526346683502,0.38314881920814514,nan,nan,20.646263619232922,168,0.01,nan,nan,nan,nan
1,119,36794,63.36391741037369,0.33464187383651733,0.3790382444858551,0.3006277084350586,0.3790382444858551,nan,nan,21.2338006640474,95,0.01,nan,nan,nan,nan
1,120,36888,66.29062467813492,0.3396877646446228,0.3824899196624756,0.30550616979599,0.3824899196624756,nan,nan,21.11806087957488,94,0.01,nan,nan,nan,nan
1,121,37026,107.01187348365784,0.33569344878196716,0.3806851804256439,0.30137136578559875,0.3806851804256439,nan,nan,22.503561736070193,138,0.01,nan,nan,nan,nan
1,122,37182,128.28463518619537,0.3363887667655945,0.3784562647342682,0.30188795924186707,0.3784562647342682,nan,nan,18.560270502567292,156,0.01,nan,nan,nan,nan
1,123,37328,119.2830838561058,0.3380966782569885,0.3827938437461853,0.30315136909484863,0.3827938437461853,nan,nan,21.37775426890169,146,0.01,nan,nan,nan,nan
1,124,37543,185.50072997808456,0.3378811478614807,0.38097718358039856,0.30319106578826904,0.38097718358039856,nan,nan,20.767506825249818,215,0.01,nan,nan,nan,nan
1,125,37701,132.5548232793808,0.33884066343307495,0.37808358669281006,0.30445218086242676,0.37808358669281006,nan,nan,21.707685770988466,158,0.01,nan,nan,nan,nan
1,126,37850,122.69522577524185,0.3394167423248291,0.3845261037349701,0.30432191491127014,0.3845261037349701,nan,nan,20.435922092678293,149,0.01,nan,nan,nan,nan
1,127,38299,373.05874866247177,0.3439426124095917,0.40127748250961304,0.30773741006851196,0.40127748250961304,nan,nan,21.43690063010224,449,0.01,nan,nan,nan,nan
1,128,38436,111.19674998521805,0.3401428759098053,0.3880636692047119,0.3046690821647644,0.3880636692047119,nan,nan,23.978377924859522,137,0.01,nan,nan,nan,nan
1,129,38596,135.31486016511917,0.34380632638931274,0.3900530934333801,0.30821022391319275,0.3900530934333801,nan,nan,22.53110378170386,160,0.01,nan,nan,nan,nan
1,130,39096,434.43446946144104,0.3409922122955322,0.3943186104297638,0.30535268783569336,0.3943186104297638,nan,nan,20.52562431281805,500,0.01,nan,nan,nan,nan
1,131,39556,387.85390996932983,0.34146401286125183,0.39524272084236145,0.30575716495513916,0.39524272084236145,nan,nan,21.659474882159543,460,0.01,nan,nan,nan,nan
1,132,40056,399.4335197210312,0.3372781276702881,0.3886943459510803,0.30223920941352844,0.3886943459510803,nan,nan,21.54242939659953,500,0.01,nan,nan,nan,nan
1,133,40556,463.702494263649,0.3388310670852661,0.3816438913345337,0.3042418956756592,0.3816438913345337,nan,nan,20.500138493806123,500,0.01,nan,nan,nan,nan
1,134,41056,467.94929575920105,0.3404005169868469,0.3824510872364044,0.3057169020175934,0.3824510872364044,nan,nan,20.987962804302573,500,0.01,nan,nan,nan,nan
1,135,41426,328.68360644578934,0.34360137581825256,0.3842799961566925,0.308673620223999,0.3842799961566925,nan,nan,21.12602942543658,370,0.01,nan,nan,nan,nan
1,136,41773,302.1111487150192,0.339691162109375,0.3800678849220276,0.30517691373825073,0.3800678849220276,nan,nan,19.7834345014218,347,0.01,nan,nan,nan,nan
1,137,42088,274.1210685968399,0.34387311339378357,0.3830806612968445,0.30907416343688965,0.3830806612968445,nan,nan,20.601580775457045,315,0.01,nan,nan,nan,nan
1,138,42422,292.3864619731903,0.34218040108680725,0.38176488876342773,0.3075052797794342,0.38176488876342773,nan,nan,20.004050409906743,334,0.01,nan,nan,nan,nan
1,139,42701,234.43685686588287,0.3402515947818756,0.3820718228816986,0.3054963946342468,0.3820718228816986,nan,nan,19.322471222805756,279,0.01,nan,nan,nan,nan
1,140,43113,359.44258266687393,0.34106600284576416,0.382662832736969,0.3063318431377411,0.382662832736969,nan,nan,19.972710461551095,412,0.01,nan,nan,nan,nan
1,141,43613,463.232184112072,0.344844251871109,0.38639628887176514,0.3097574710845947,0.38639628887176514,nan,nan,19.85262706877291,500,0.01,nan,nan,nan,nan
1,142,44033,370.8241391181946,0.3448275029659271,0.3845181465148926,0.3099108636379242,0.3845181465148926,nan,nan,19.13072657015707,420,0.01,nan,nan,nan,nan
1,143,44279,213.6418251991272,0.3427398204803467,0.38260653614997864,0.30798450112342834,0.38260653614997864,nan,nan,19.728972327926506,246,0.01,nan,nan,nan,nan
1,144,44482,174.9759936928749,0.3462262749671936,0.3862791061401367,0.3111121654510498,0.3862791061401367,nan,nan,19.098976408205928,203,0.01,nan,nan,nan,nan
1,145,44722,209.039275765419,0.3463596999645233,0.38622671365737915,0.31126531958580017,0.38622671365737915,nan,nan,17.774048235329488,240,0.01,nan,nan,nan,nan
1,146,45222,457.8918296098709,0.3409436047077179,0.38246554136276245,0.30622538924217224,0.38246554136276245,nan,nan,19.493385662272573,500,0.01,nan,nan,nan,nan
1,147,45722,457.6133525967598,0.3466663062572479,0.387398362159729,0.31146514415740967,0.387398362159729,nan,nan,19.19249410419166,500,0.01,nan,nan,nan,nan
1,148,46222,443.6478555202484,0.3408420979976654,0.38260436058044434,0.30611759424209595,0.38260436058044434,nan,nan,16.810164094805717,500,0.01,nan,nan,nan,nan
1,149,46722,450.3349385857582,0.34073951840400696,0.38121092319488525,0.3061348497867584,0.38121092319488525,nan,nan,17.923029920876026,500,0.01,nan,nan,nan,nan
1,150,47191,404.2927014231682,0.33952200412750244,0.3805963397026062,0.305006206035614,0.3805963397026062,nan,nan,18.220400383679763,469,0.01,nan,nan,nan,nan
1,151,47691,452.8740904927254,0.3402157127857208,0.37873247265815735,0.30583545565605164,0.37873247265815735,nan,nan,18.099571555748582,500,0.01,nan,nan,nan,nan
1,152,48191,455.04709619283676,0.3403727412223816,0.3801543414592743,0.3058869540691376,0.3801543414592743,nan,nan,18.401058719739318,500,0.01,nan,nan,nan,nan
1,153,48691,443.3783905506134,0.34124621748924255,0.382230669260025,0.30652064085006714,0.382230669260025,nan,nan,16.690684193432332,500,0.01,nan,nan,nan,nan
1,154,49191,437.0711497068405,0.3401087522506714,0.3796406090259552,0.30563634634017944,0.3796406090259552,nan,nan,18.14469655045867,500,0.01,nan,nan,nan,nan
1,155,49691,452.26140958070755,0.34086155891418457,0.3822442591190338,0.30617237091064453,0.3822442591190338,nan,nan,17.173847185999154,500,0.01,nan,nan,nan,nan
1,156,50191,432.6178243160248,0.33919557929039,0.3796229660511017,0.3047236502170563,0.3796229660511017,nan,nan,17.711638089552523,500,0.01,nan,nan,nan,nan
1,157,50436,188.76582604646683,0.3353925943374634,0.3729863464832306,0.3015515208244324,0.3729863464832306,nan,nan,18.18791531032572,245,0.01,nan,nan,nan,nan
1,158,50936,421.44056767225266,0.3380373418331146,0.37796831130981445,0.3037152588367462,0.37796831130981445,nan,nan,16.93910124658048,500,0.01,nan,nan,nan,nan
1,159,51436,417.59063720703125,0.3372788429260254,0.37622877955436707,0.3031420409679413,0.37622877955436707,nan,nan,17.052946556419133,500,0.01,nan,nan,nan,nan
1,160,51936,429.66445618867874,0.34026968479156494,0.382633775472641,0.30551573634147644,0.382633775472641,nan,nan,17.64743855330348,500,0.01,nan,nan,nan,nan
1,161,52213,219.1986375451088,0.3398381173610687,0.3768649399280548,0.3056667745113373,0.3768649399280548,nan,nan,16.305697022792366,277,0.01,nan,nan,nan,nan
1,162,52321,76.86343783140182,0.33842769265174866,0.36705678701400757,0.30536922812461853,0.36705678701400757,nan,nan,18.307813008874653,108,0.01,nan,nan,nan,nan
1,163,52468,108.34921431541443,0.3383939564228058,0.3706357777118683,0.30486947298049927,0.3706357777118683,nan,nan,18.500784054398537,147,0.01,nan,nan,nan,nan
1,164,52968,435.6724037528038,0.3402349352836609,0.382016658782959,0.30557841062545776,0.382016658782959,nan,nan,19.31427603816986,500,0.01,nan,nan,nan,nan
1,165,53468,448.5133558511734,0.34160029888153076,0.385291188955307,0.3066268563270569,0.385291188955307,nan,nan,18.134633135288954,500,0.01,nan,nan,nan,nan
1,166,53968,442.35820400714874,0.34303486347198486,0.387428879737854,0.3078005313873291,0.387428879737854,nan,nan,19.184402371883394,500,0.01,nan,nan,nan,nan
