seed,episode,total_steps,reward,nominal_error_avg,residual_error_avg,dhat_norm_avg,uncertainty_avg,res_net_loss,rbf_loss,td_loss_avg,episode_length,expl_noise,buffer_uncert_avg,sampled_uncert_avg,rollout_uncert_avg,rollout_pass_rate,rollout_avg_horizon,rbf_calib_ratio,rbf_calib_corr
2,1,104,-121.33154260367155,1.357870291202114,1.3851979929380691,1.1667600259041557,1.3255094516162689,nan,nan,nan,104,0.1,nan,nan,nan,nan,nan,nan,nan
2,2,1704,-98.516329266713,1.5483306614524919,1.5653876071888952,1.227588669975521,1.3858078285865485,nan,nan,nan,1600,0.1,nan,nan,nan,nan,nan,nan,nan
2,3,3304,-77.45290919276886,1.597930609481191,1.615534251332283,1.2738173354510218,1.4367864528670906,nan,nan,nan,1600,0.1,nan,nan,nan,nan,nan,nan,nan
2,4,3378,-105.85418870835565,1.4817045065196786,1.4933488767694783,1.1936147164654087,1.3411676899806872,nan,nan,nan,74,0.1,nan,nan,nan,nan,nan,nan,nan
2,5,4978,-83.94157502549933,1.598578402135754,1.6177066988591104,1.276632165844785,1.4411223050393165,nan,nan,nan,1600,0.1,nan,nan,nan,nan,nan,nan,nan
2,6,5046,-117.96830517915078,1.4840933069148485,1.5066244650413008,1.2544667762430275,1.419746260432636,nan,nan,nan,68,0.1,nan,nan,nan,nan,nan,nan,nan
2,7,5105,-112.38498176448047,1.5984952778129253,1.6149115708924957,1.3578983999915042,1.524120966256675,nan,nan,nan,59,0.1,nan,nan,nan,nan,nan,nan,nan
2,8,5179,-103.63803571462631,1.6390248740444313,1.6567596487096838,1.3496674832862776,1.5191906070387042,nan,nan,nan,74,0.1,nan,nan,nan,nan,nan,nan,nan
2,9,5271,-100.80585569981486,1.654447982330685,1.6702611964681875,1.359694418861814,1.5292658473810423,nan,nan,nan,92,0.1,nan,nan,nan,nan,nan,nan,nan
2,10,5347,-100.25514608621597,1.5457261634108268,1.5673221277171059,1.2725899424894076,1.4373393203867109,nan,nan,nan,76,0.1,nan,nan,nan,nan,nan,nan,nan
2,11,5442,-122.48158226907253,1.5832509952156166,1.604095895509971,1.2766363322734833,1.4417622787387747,nan,nan,nan,95,0.1,nan,nan,nan,nan,nan,nan,nan
2,12,5497,-106.081063978374,1.7546281749551946,1.7722124774347652,1.4806133019653234,1.6629267744042657,nan,nan,nan,55,0.1,nan,nan,nan,nan,nan,nan,nan
2,13,5556,-104.88997441111133,1.9357098186925306,1.9483489161830838,1.5853365042199523,1.777972460298215,nan,nan,nan,59,0.1,nan,nan,nan,nan,nan,nan,nan
2,14,7156,-84.34394552651793,1.5870383058971493,1.6049381131585687,1.2523919628094882,1.4143024182645605,nan,nan,nan,1600,0.1,nan,nan,nan,nan,nan,nan,nan
2,15,8756,-84.6633608774282,1.5638893358597123,1.5836213578935712,1.2485255715018138,1.411275452794507,nan,nan,nan,1600,0.1,nan,nan,nan,nan,nan,nan,nan
2,16,10196,-193.43269668682478,1.4012151260123977,1.434419212066051,1.1004034310178314,1.2610248018573555,nan,nan,12.799888161816634,1440,0.1,nan,nan,nan,nan,nan,nan,nan
2,17,10304,-113.4048863966018,0.28636136530312123,0.6090364961160554,0.10649475451834776,0.47471202026914666,0.38707446379539295,0.24540941401934013,3.8638540159282275,108,0.1,1.4003522396087646,1.8133541406729283,1.5992601340442114e-11,1.0,9.9103515625,2.764158324453092e-08,-0.007923545406394493
2,18,10390,-112.34989803470671,0.3155519012036885,0.8028710519158563,0.1832966163841098,0.7129178054110948,0.15446595784276723,0.12586314398795367,4.3485221940441985,86,0.1,1.3906501531600952,1.8093015885353088,2.3391008639565836e-13,1.0,9.8662109375,1.6681337200452617e-08,0.01623671696634312
2,19,10491,-112.42412436567247,0.31050644555627044,0.6943234045906822,0.14482128852517298,0.5660030127751945,0.10141270659863949,0.11526220094412565,5.75146859660279,101,0.1,1.385040521621704,1.805146679878235,4.4928337851295186e-13,1.0,9.8783203125,2.5959762339766712e-08,-0.0013235549782965653
2,20,10618,-116.9910514135845,0.23732735514164147,0.5987767416426516,0.14911775557896284,0.5294174252767262,0.096100562363863,0.1116338051110506,8.252624722207353,127,0.1,1.3771554231643677,1.7949382531642915,2.7048434564184987e-13,1.0,9.7962890625,2.1867208488401957e-08,0.012991570318383796
2,21,10761,-111.16394766233861,0.2732871545717231,0.46228149371755706,0.17272677660392194,0.3668370649374865,0.09251936143491327,0.10759388702671702,5.9512880119944125,143,0.1,1.3670157194137573,1.789716939228337,1.1358813195583295e-11,1.0,9.805078125,6.265580765330014e-08,0.024376350257256606
2,22,10919,-121.38634822331369,0.4268210196382767,0.5837569201860247,0.2709591454543362,0.4559285218202615,0.08998673206993511,0.10458013681428772,6.7505141897080465,158,0.1,1.353724718093872,1.7867611612592424,3.8701021554121695e-11,1.0,9.7892578125,3.116485913778888e-08,-0.004179340522831519
2,23,11023,-109.00189905148,0.3235489802475338,0.5501630531194118,0.17987863920055902,0.437793105124281,0.08825467530460585,0.1014496806831587,6.6854830040852535,104,0.1,1.3407334089279175,1.7865204016367595,9.924566030106163e-11,1.0,9.7896484375,2.2090157258958243e-08,0.032826478762318125
2,24,11175,-110.40699290763587,0.45027913505136413,0.5822543579300767,0.3556216257121904,0.5135467955352444,0.08608912174091783,0.09898386705060337,8.09794913177689,152,0.1,1.3322142362594604,1.7733709607013437,2.2983773217966075e-10,1.0,9.775,2.7473898711605216e-08,0.02688666883105193
2,25,11287,-114.44744688645005,0.3724672544381714,0.5608091237289565,0.317244384121815,0.5178284112896238,0.08456375446430472,0.09672873162252958,7.306292365857569,112,0.1,1.3210790157318115,1.7695961669433948,4.5891242195228443e-11,1.0,9.72578125,2.0895559060818414e-08,0.019614365797777925
2,26,11445,-112.95951705798507,0.2415560744054427,0.5272586099520514,0.1461598124425811,0.4534126160831391,0.08318948600102555,0.0953445020047101,8.82694360094921,158,0.1,1.3131084442138672,1.7647335323420439,5.3477267752954916e-11,1.0,9.698828125,2.4879936333377373e-08,0.012337091764494055
2,27,13045,-135.10188382677734,0.02707387426313133,0.3920745455287397,0.05355612805113196,0.38489127568900583,0.08170558220960877,0.0937645619904453,7.645256900357927,1600,0.1,1.301240086555481,1.7629528950561177,4.3812380806640405e-11,1.0,9.6982421875,7.005559155004448e-08,0.02899943608185249
2,28,13142,-123.05292205419391,0.8002183931236414,0.7172645175272656,0.6741362049522781,0.610637695058105,0.07759079411625862,0.081405228972435,6.6893289145340935,97,0.1,1.1888477802276611,1.7067677025794983,1.6878966280220453e-10,1.0,9.7328125,9.308641857330713e-09,-0.00559136488836191
2,29,13291,-112.88596347067505,0.3950589349830911,0.5362964388008086,0.26982467099024143,0.4297254668586206,0.07690140783202415,0.08108726941487368,6.337521668703162,149,0.1,1.1845800876617432,1.7018670025993796,4.397943120793002e-10,1.0,9.729296875,1.930076898304378e-08,0.009599246189886836
2,30,14891,-99.77855631057173,0.14705723436919052,0.607154616243206,0.15596318004769272,0.5799826729809865,0.07582040683311575,0.07911586120140318,5.975568682153098,1600,0.1,1.1761176586151123,1.6972191385194366,1.228556562038463e-10,1.0,9.7501953125,7.356230469213187e-08,0.031245579952288337
